Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,Day_of_Week,Week,Revenue,Price_Difference,Inventory_Turnover
2022-01-01,S001,P0020,4,0,-0.00361586650137495,-0.34397108473563415,166,115.23,-0.9567032306395423,5,0,0,27.1,1,2022,1,1,5,52,-0.601438364436191,3.139999999999997,0.3613138686131387
2022-01-01,S002,P0001,3,2,0.5273632020407683,-0.29806526891953194,144,112.55,-0.8583240530926598,20,3,1,30.78,1,2022,1,1,5,52,-0.546056230983997,2.019999999999996,0.3032069970845481
2022-01-01,S002,P0002,0,3,0.7582236666243087,0.041637768119624066,151,135.62,-0.3449077202698658,10,1,1,45.21,3,2022,1,1,5,52,-0.13512674442428113,0.9499999999999957,0.3780160857908847
2022-01-01,S002,P0003,2,0,1.312288781624806,0.4180654578116618,119,176.31,-1.3325424323616175,20,2,1,22.0,1,2022,1,1,5,52,-0.504593926589402,-1.5399999999999991,0.40898876404494383
2022-01-01,S002,P0004,4,3,-0.642329818515837,-0.6744929586115698,115,54.57,-1.112342163868009,0,0,0,28.06,0,2022,1,1,5,52,-0.7797201704723252,-1.8699999999999974,0.3298429319371728
2022-01-01,S002,P0005,4,3,0.050251575234784504,0.17935521556793058,25,150.9,1.0819746478222259,20,1,0,80.64,0,2022,1,1,5,52,0.7252014779664191,2.6500000000000057,0.5551601423487544
2022-01-01,S002,P0006,2,1,1.6739701761390193,1.0423845529106512,168,242.57,1.1703621901495032,20,0,0,86.82,3,2022,1,1,5,52,1.8402020741884784,-1.2299999999999898,0.508130081300813
2022-01-01,S002,P0007,3,3,1.4277190139165763,2.3552908852511734,70,401.48,1.3832608790595535,5,3,0,93.33,2,2022,1,1,5,52,3.7528638011565842,-2.200000000000003,0.8543478260869565
2022-01-01,S002,P0008,1,3,0.22724459808216557,-0.9866525061610645,99,35.54,0.4544230972985558,20,2,0,65.36,2,2022,1,1,5,52,-0.740997519814286,1.5999999999999943,0.09539473684210527
2022-01-01,S002,P0009,0,2,-1.2425670264330424,-1.170275769425473,84,14.78,1.0051159153637237,5,1,1,82.06,3,2022,1,1,5,52,-0.9015598027000872,-0.769999999999996,0.07964601769911504
2022-01-01,S002,P0010,1,1,-0.903971678377183,-0.09607967932868243,181,132.75,0.2192353759755398,0,2,1,65.22,3,2022,1,1,5,52,0.018410615199988673,-4.3799999999999955,0.802547770700637
2022-01-01,S002,P0011,3,3,-1.5965530721278045,-1.1335511167725913,33,7.44,-0.7883826065554228,0,2,1,33.98,0,2022,1,1,5,52,-0.9389132898442643,0.6400000000000006,0.19402985074626866
2022-01-01,S002,P0012,3,0,0.050251575234784504,-1.0233771588139462,136,37.27,-1.3671288619679434,5,1,1,19.01,3,2022,1,1,5,52,-0.9337470856553306,0.5499999999999972,0.08896797153024912
2022-01-01,S002,P0013,0,0,0.8813492477355304,1.3453629372969256,177,299.7,0.10164151531403151,20,0,0,58.5,1,2022,1,1,5,52,1.1707766389457064,-0.7199999999999989,0.7275064267352185
2022-01-01,S002,P0014,1,0,1.466195758013833,2.0431313377016784,77,370.36,1.3890252839939414,20,0,0,90.85,2,2022,1,1,5,52,3.3489380105170996,0.4300000000000068,0.7720430107526882
2022-01-01,S002,P0015,4,2,-0.5961577255991289,-0.06853618983902113,94,148.55,0.18311177172004361,15,3,1,55.23,3,2022,1,1,5,52,0.026538033500298586,4.670000000000002,0.6548223350253807
2022-01-01,S002,P0016,4,2,-0.24986702872381816,-0.6744929586115698,85,58.07,-0.3645066970467838,20,1,1,42.17,1,2022,1,1,5,52,-0.6170683211772867,3.479999999999997,0.2603305785123967
2022-01-01,S002,P0017,3,3,0.9506073871105924,2.1716676219867646,92,390.89,-1.6687993868675641,20,0,1,10.0,3,2022,1,1,5,52,-0.419139284058996,1.7100000000000009,0.9371859296482412
2022-01-01,S002,P0018,3,1,-0.311429819279429,0.2160798682208123,140,177.41,0.1423766435170377,5,0,0,54.39,2,2022,1,1,5,52,0.25039361459910836,4.450000000000003,0.6837606837606838
2022-01-01,S002,P0019,4,0,-1.5965530721278045,-1.1151887904461506,186,34.38,1.1473045704119522,5,3,1,81.02,3,2022,1,1,5,52,-0.8294876721506191,3.969999999999999,0.22388059701492538
2022-01-01,S002,P0020,4,3,-0.4114693539322965,-0.3256087584091933,38,115.0,1.228390533155672,0,1,1,91.56,1,2022,1,1,5,52,0.16849587844531488,-4.460000000000008,0.45701357466063347
2022-01-01,S003,P0001,4,2,-0.2575623775432695,0.09672474709894667,180,161.09,0.4640304388558686,5,3,1,67.39,2,2022,1,1,5,52,0.31214793056785267,-0.18000000000000682,0.6099585062240664
2022-01-01,S003,P0002,1,3,-1.2271763287941397,-1.2161815852415754,169,11.11,-1.0350991377472145,10,3,1,25.63,1,2022,1,1,5,52,-0.9836578718874007,2.5700000000000003,0.034782608695652174
2022-01-01,S003,P0003,3,2,0.7736143642632114,-0.5459566743264836,145,75.04,0.039385942022644636,10,3,1,57.16,1,2022,1,1,5,52,-0.42491179418381625,-1.0,0.20533333333333334
2022-01-01,S003,P0004,4,2,-0.9347530736549884,-0.9682901798346236,145,42.99,1.3217738930927523,20,1,1,93.6,3,2022,1,1,5,52,-0.6304043983491306,-4.069999999999993,0.20261437908496732
2022-01-01,S003,P0005,0,3,1.2584213398886466,1.7309717901521837,20,330.92,1.645349156743046,20,3,0,93.54,3,2022,1,1,5,52,3.2247885782141115,4.409999999999997,0.7420091324200914
2022-01-01,S003,P0006,3,1,1.3969376186387708,0.2436233577104736,22,159.17,0.8160434335158085,5,1,1,71.38,2,2022,1,1,5,52,0.6529051336244679,4.990000000000009,0.3574561403508772
2022-01-01,S003,P0007,1,1,-0.6577205161547397,-0.9407466903449623,107,26.91,1.2241633028704544,15,1,1,90.5,2,2022,1,1,5,52,-0.6062277833170463,-3.510000000000005,0.17989417989417988
2022-01-01,S003,P0008,4,1,-0.39607865629339384,-0.8213915692230966,107,45.48,0.43789846981997815,15,0,1,70.46,1,2022,1,1,5,52,-0.5837732363479397,-3.9299999999999926,0.21076233183856502
2022-01-01,S003,P0009,3,2,0.8197864571799195,-1.1151887904461506,184,30.05,0.7580150905096393,15,2,1,73.93,3,2022,1,1,5,52,-0.8496470128416428,0.9299999999999926,0.03937007874015748
2022-01-01,S003,P0010,3,2,-0.8347135390021208,-0.09607967932868243,124,141.34,1.61229990178589,5,1,1,95.8,2,2022,1,1,5,52,0.624384873878832,1.2900000000000063,0.7590361445783133
2022-01-01,S003,P0011,4,0,0.13490041224874935,0.8771236159726835,155,242.02,0.04053882300952221,0,2,1,57.85,3,2022,1,1,5,52,0.7308850985995446,-1.6600000000000037,0.7945205479452054
2022-01-01,S003,P0012,1,1,0.281112039818325,0.3537973156691188,55,176.75,1.3544388543876154,20,0,0,89.52,2,2022,1,1,5,52,1.0997658754612478,0.8599999999999994,0.5627009646302251
2022-01-01,S003,P0013,2,1,-1.719678653239026,-1.0968264641197096,172,12.86,0.7241972482278985,20,0,1,76.65,2,2022,1,1,5,52,-0.8317682846315583,-2.6700000000000017,0.3333333333333333
2022-01-01,S003,P0014,1,2,0.9506073871105924,2.134942969333883,26,387.88,0.9182655476856162,5,1,0,82.51,1,2022,1,1,5,52,2.870334433183549,-3.480000000000004,0.9271356783919598
2022-01-01,S003,P0015,0,3,1.312288781624806,1.1341961845428556,24,266.36,-1.053545233537255,5,2,0,23.28,0,2022,1,1,5,52,-0.0424375586370042,4.439999999999998,0.5842696629213483
2022-01-01,S003,P0016,3,2,1.6354934320417627,1.9329573797430333,93,349.36,1.654187910975774,15,1,0,99.58,3,2022,1,1,5,52,3.5212695274450247,-1.3999999999999915,0.7125256673511293
2022-01-01,S003,P0017,0,0,1.1891632005135844,0.12426823658860797,168,157.82,-1.0773714405993906,5,0,1,27.4,1,2022,1,1,5,52,-0.45931600759609814,-0.29999999999999716,0.34965034965034963
2022-01-01,S003,P0018,4,3,-0.5422902838629695,-0.6102248164690267,170,83.01,1.6119156081235975,15,2,1,94.88,3,2022,1,1,5,52,-0.0970448941317414,2.200000000000003,0.3431372549019608
2022-01-01,S003,P0019,0,0,0.4273236673879007,1.0332033897474309,37,268.25,-1.0923588934287984,15,0,1,24.81,2,2022,1,1,5,52,-0.11625696471724398,1.9000000000000021,0.7545454545454545
2022-01-01,S003,P0020,1,1,1.204553898152487,2.144124132497103,99,387.57,1.5646474876616185,20,0,1,95.7,1,2022,1,1,5,52,3.706483387124502,0.14999999999999147,0.8584686774941995
2022-01-01,S004,P0001,4,2,1.5585399438472491,1.2351889793382804,66,286.65,-1.5185405649111927,15,3,0,16.09,3,2022,1,1,5,52,-0.43702464581323686,-0.47000000000000064,0.5681341719077568
2022-01-01,S004,P0002,0,1,1.443109711555479,0.39970313148522096,183,176.06,-0.5382074324029983,5,3,0,45.05,0,2022,1,1,5,52,-0.016407531367646888,-3.9199999999999946,0.38961038961038963
2022-01-01,S004,P0003,0,3,1.3199841304442572,1.9054138902533722,27,352.93,1.3137037261846092,20,0,0,93.0,0,2022,1,1,5,52,3.077833021101732,-3.680000000000007,0.7713004484304933
2022-01-01,S004,P0004,3,3,1.2507259910691952,-1.252906237894457,160,-2.4,1.233386350765475,10,3,0,90.36,1,2022,1,1,5,52,-0.9986231475040344,-3.1299999999999955,0.0
2022-01-01,S004,P0005,3,1,0.9429120382911411,0.5833263947496297,172,196.57,1.0216405428423014,0,2,1,85.22,1,2022,1,1,5,52,1.1697497663103098,-3.5,0.5037783375314862
2022-01-01,S004,P0006,1,0,1.5046725021110898,2.2542980904557486,195,396.4,-0.5297529718325632,10,2,0,39.86,2,2022,1,1,5,52,1.0970063210922234,1.490000000000002,0.8127659574468085
2022-01-01,S004,P0007,1,3,-0.08056935469588845,0.4915147631174253,139,197.45,0.4659519071673316,20,0,0,64.78,2,2022,1,1,5,52,0.6968311363187161,2.480000000000004,0.7196969696969697
2022-01-01,S004,P0008,2,2,-0.18830423816820735,-0.7846669165702149,137,54.98,1.1815067063559856,20,2,1,86.14,3,2022,1,1,5,52,-0.41754059991732545,-0.2600000000000051,0.204
2022-01-01,S004,P0009,2,1,-1.6273344674056098,-0.8856597113656397,73,51.78,0.15736409634644535,10,1,1,61.1,2,2022,1,1,5,52,-0.6842992912014803,-1.8700000000000045,0.6349206349206349
2022-01-01,S004,P0010,3,0,1.3276794792637088,-0.29806526891953194,96,115.03,-0.832192084056769,15,0,0,37.15,2,2022,1,1,5,52,-0.5366737461293133,-3.6700000000000017,0.232662192393736
2022-01-01,S004,P0011,1,3,-0.5345949350435181,-0.8305727323863171,27,46.65,-0.011340821399966478,0,3,1,57.76,1,2022,1,1,5,52,-0.6639422708945986,-2.9199999999999946,0.22439024390243903
2022-01-01,S004,P0012,1,1,0.5735352949574763,-1.170275769425473,165,0.95,-1.5711887966452665,5,1,1,18.56,1,2022,1,1,5,52,-0.9816081067431013,-4.309999999999999,0.025787965616045846
2022-01-01,S004,P0013,2,0,-0.642329818515837,-0.7387611007541127,65,54.47,0.25651186121791325,0,3,0,63.92,0,2022,1,1,5,52,-0.5394014594863876,-2.1099999999999994,0.2931937172774869
2022-01-01,S004,P0014,1,3,1.0121701776662033,-0.6744929586115698,139,69.73,0.45365450997397094,10,2,1,68.47,3,2022,1,1,5,52,-0.43912084576663046,-1.5300000000000011,0.15517241379310345
2022-01-01,S004,P0015,0,2,-0.3576019121961371,0.4088842946484414,127,171.96,0.2077065661067643,5,0,0,65.27,0,2022,1,1,5,52,0.45514989536307227,-4.729999999999997,0.793859649122807
2022-01-01,S004,P0016,3,2,-0.0882647035153398,-0.3898769005517363,24,98.05,1.5035447953571097,15,1,0,96.74,2,2022,1,1,5,52,0.1768992521825276,-2.4799999999999898,0.3574144486692015
2022-01-01,S004,P0017,1,2,-0.5499856326824208,-0.8305727323863171,75,55.12,-1.1369369582547297,0,1,0,28.07,3,2022,1,1,5,52,-0.8426950585658307,-2.5199999999999996,0.22660098522167488
2022-01-01,S004,P0018,3,3,-1.0117065618495018,-1.1794569325886937,27,27.3,-1.4758839683967238,5,0,1,18.79,1,2022,1,1,5,52,-0.9808664765064259,-2.0599999999999987,0.055944055944055944
2022-01-01,S004,P0019,3,3,0.6504887831519899,0.32625382617945753,125,181.25,0.6173636101105806,15,1,1,73.85,1,2022,1,1,5,52,0.62611755561246,-2.6499999999999915,0.479108635097493
2022-01-01,S004,P0020,0,3,-0.48842284212681003,-0.6285871427954676,37,86.27,-1.6768695537757068,20,2,0,9.26,3,2022,1,1,5,52,-0.8948745168993587,2.24,0.3222748815165877
2022-01-01,S005,P0001,4,3,-1.257957724071945,-0.5459566743264836,60,83.47,0.583930061491132,10,0,0,70.29,3,2022,1,1,5,52,-0.28015592031366865,0.03999999999999204,0.6936936936936937
2022-01-01,S005,P0002,0,3,1.0814283170412655,1.483080384745232,107,292.96,0.07743101458960325,5,2,1,60.71,0,2022,1,1,5,52,1.2608548617530602,-3.5600000000000023,0.7180722891566265
2022-01-01,S005,P0003,1,1,0.8428725036382736,-0.6653117954483493,26,76.02,-0.7288170889000836,5,3,0,40.93,1,2022,1,1,5,52,-0.6915059735728945,-4.759999999999998,0.16666666666666666
2022-01-01,S005,P0004,2,3,1.243030642249744,1.501442711071673,174,292.04,-0.16774834195301824,15,2,1,54.7,1,2022,1,1,5,52,1.0220870733908678,-3.9299999999999997,0.6880733944954128
2022-01-01,S005,P0005,0,3,-0.7269786555298019,-1.060101811466828,47,38.63,1.449743682636158,15,1,1,96.3,3,2022,1,1,5,52,-0.7399069651549889,-3.4399999999999977,0.11666666666666667
2022-01-01,S005,P0006,3,1,-0.6885019114325451,0.36297847883233925,163,174.06,0.2161610266771995,20,0,0,61.15,2,2022,1,1,5,52,0.4201274356354224,-0.39000000000000057,0.9513513513513514
2022-01-01,S005,P0007,0,2,0.13490041224874935,-0.05017386351258026,140,122.6,-0.3329946167387979,15,2,0,50.84,2,2022,1,1,5,52,-0.19097985951157312,-4.3700000000000045,0.4486301369863014
2022-01-01,S005,P0008,4,3,1.5662352926667005,1.6575224848464203,197,328.64,-0.8091344643192183,5,2,1,30.44,3,2022,1,1,5,52,0.43466816442605194,3.639999999999997,0.6631799163179917
2022-01-01,S005,P0009,3,3,-0.7115879578908992,-0.362333411062075,27,92.62,1.2556753831784404,5,2,0,85.45,1,2022,1,1,5,52,0.13141038648505293,2.3599999999999994,0.532967032967033
2022-01-01,S005,P0010,0,0,-1.4426460957387774,-1.1794569325886937,141,14.38,-0.6953835402806352,10,1,1,36.87,2,2022,1,1,5,52,-0.9593101114160836,0.1700000000000017,0.09195402298850575
2022-01-01,S005,P0011,3,3,1.1737725028746817,-0.29806526891953194,128,94.65,-0.03900996508502746,10,1,1,53.03,2,2022,1,1,5,52,-0.25188773524597274,1.0899999999999963,0.24355971896955503
2022-01-01,S005,P0012,1,3,-0.22678098226546411,-0.45414504269427936,188,90.59,0.4805550663344468,15,3,0,63.53,2,2022,1,1,5,52,-0.21789745498904442,4.109999999999999,0.3551020408163265
2022-01-01,S005,P0013,2,2,0.3272841327350331,0.9322105949520061,95,256.57,1.0393180513077571,5,0,0,87.09,2,2022,1,1,5,52,1.5962654282196898,-4.909999999999997,0.750788643533123
2022-01-01,S005,P0014,1,2,0.3888469232906439,0.3170726630162371,43,188.55,-0.4809476767214145,20,0,1,42.01,0,2022,1,1,5,52,-0.03171509786274608,0.6099999999999994,0.5261538461538462
2022-01-01,S005,P0015,2,3,1.05064692176346,1.0423845529106512,119,260.79,-1.6753323791265369,10,0,0,11.27,1,2022,1,1,5,52,-0.6158676496849947,0.2699999999999996,0.6082725060827251
2022-01-01,S005,P0016,0,2,-1.5657716768499992,-1.1519134430990323,32,1.85,-1.492408595875302,5,3,0,17.98,3,2022,1,1,5,52,-0.9748352581595096,-1.6799999999999997,0.15492957746478872
2022-01-01,S005,P0017,1,0,0.873653898916079,2.153305295660324,98,390.04,1.6591837285855764,15,3,1,102.42,1,2022,1,1,5,52,3.84028329946609,-4.109999999999999,0.9561855670103093
2022-01-01,S005,P0018,2,3,-0.8731902830993775,-0.27052177942987066,66,103.97,-0.23730549482796273,10,2,1,50.03,1,2022,1,1,5,52,-0.30359753865323397,-1.0700000000000003,0.6645962732919255
2022-01-01,S005,P0019,3,2,-0.3037344704599776,-0.2797029425930911,124,119.33,1.2714314233324333,5,1,0,91.16,1,2022,1,1,5,52,0.24202473529150847,-2.9399999999999977,0.451063829787234
2022-01-01,S005,P0020,1,2,-1.281043770530299,-0.3256087584091933,52,105.92,-1.6945470622411625,10,2,1,9.14,0,2022,1,1,5,52,-0.8506898059830146,1.8999999999999986,0.9351851851851852
2022-01-02,S001,P0001,3,3,-1.2194809799746884,-0.5092320216736019,104,92.94,-1.0447064793045273,10,0,0,30.89,1,2022,1,2,6,52,-0.6982629016505111,-2.9400000000000013,0.6982758620689655
2022-01-02,S001,P0002,0,3,1.0891236658607168,0.2436233577104736,79,171.6,-1.3586744013975083,15,0,0,18.76,1,2022,1,2,6,52,-0.5708736463815808,1.0199999999999996,0.3918269230769231
2022-01-02,S001,P0003,0,2,1.643188780861214,3.007153469839824,163,463.12,0.6092934432024376,10,2,0,72.93,2,2022,1,2,6,52,3.371470833307251,-1.940000000000012,0.9508196721311475
2022-01-02,S001,P0004,3,0,-0.20369493580711007,-0.18789131096088676,107,133.92,-0.21424787509041204,5,2,0,50.46,2,2022,1,2,6,52,-0.23590354724693008,-0.8999999999999986,0.46774193548387094
2022-01-02,S001,P0005,1,0,-0.28064842400162354,0.5833263947496297,40,204.3,-1.205725523805089,15,3,1,19.19,2,2022,1,2,6,52,-0.36817111088841004,4.57,0.8403361344537815
2022-01-02,S001,P0006,2,0,1.5123678509305412,-0.7203987744276719,32,51.57,-0.29110660754891415,0,2,1,46.82,2,2022,1,2,6,52,-0.6326531698181196,0.740000000000002,0.12314225053078556
2022-01-02,S001,P0007,1,1,-0.7423693531687046,-0.7387611007541127,149,60.3,-1.461665102891901,5,2,1,17.0,0,2022,1,2,6,52,-0.8715775098224009,0.10000000000000142,0.3146067415730337
2022-01-02,S001,P0008,0,0,-1.4041693516415208,-0.573500163816145,121,67.04,0.14429811182850014,5,0,0,61.56,0,2022,1,2,6,52,-0.42046201276376405,-2.6700000000000017,0.8043478260869565
2022-01-02,S001,P0009,4,2,-1.3503019099053613,-0.7571234270805537,182,70.6,1.7149063096179906,20,0,0,95.61,1,2022,1,2,6,52,-0.28391979326795846,4.150000000000006,0.5454545454545454
2022-01-02,S001,P0010,0,1,-0.796236794904864,-0.8948408745288602,163,47.8,-1.679175315749462,5,3,0,12.71,2,2022,1,2,6,52,-0.9394307062884563,-1.2700000000000014,0.22807017543859648
2022-01-02,S001,P0011,2,0,-0.4576414468490046,-1.142732279935812,173,16.92,-0.049770187629217526,0,0,1,53.79,1,2022,1,2,6,52,-0.9129071433338697,0.05000000000000426,0.05581395348837209
2022-01-02,S001,P0012,2,0,0.050251575234784504,-0.7387611007541127,187,70.71,0.10394727728778666,5,2,1,60.99,2,2022,1,2,6,52,-0.5688968502230007,-3.1499999999999986,0.199288256227758
2022-01-02,S001,P0013,4,1,1.3892422698193194,-0.9682901798346236,124,44.46,-0.7541804706113894,15,0,1,31.06,0,2022,1,2,6,52,-0.8525777126499002,4.449999999999999,0.06813186813186813
2022-01-02,S001,P0014,1,3,-1.4657321421971314,-1.0233771588139462,20,23.36,-0.9117408721513186,0,0,1,28.6,1,2022,1,2,6,52,-0.8944433365291987,2.8099999999999987,0.2976190476190476
2022-01-02,S001,P0015,1,0,-0.21908563344601276,0.5649640684231888,67,203.23,-1.0404792490193095,20,0,1,30.29,3,2022,1,2,6,52,-0.2615196413609336,-2.2300000000000004,0.8048780487804879
2022-01-02,S001,P0016,1,3,0.9583027359300439,-0.5459566743264836,147,67.55,-0.748031772014709,15,2,0,38.02,2,2022,1,2,6,52,-0.6342306266184898,-2.3500000000000014,0.19298245614035087
2022-01-02,S001,P0017,2,3,-0.24986702872381816,0.26198568403691447,105,181.86,-1.0358677250717996,5,0,0,27.5,0,2022,1,2,6,52,-0.3817433422322186,0.6799999999999997,0.6818181818181818
2022-01-02,S001,P0018,4,1,1.5662352926667005,-0.8672973850391988,168,55.16,0.7411061693687689,5,2,0,69.67,2,2022,1,2,6,52,-0.58394172836951,4.75,0.08786610878661087
2022-01-02,S001,P0019,2,2,-0.9116670271966343,-1.1794569325886937,67,24.41,1.4147729593675398,5,0,1,87.43,1,2022,1,2,6,52,-0.9010304458764137,4.519999999999996,0.05128205128205128
2022-01-02,S001,P0020,1,1,-0.4114693539322965,0.3446161525058984,168,187.49,1.6426591011069982,0,2,0,99.5,0,2022,1,2,6,52,1.260910583523973,-1.6200000000000045,0.7873303167420814
2022-01-02,S002,P0001,1,3,0.9813887823883979,1.8962327270901516,141,339.04,0.4394356444691479,20,1,1,63.92,2,2022,1,2,6,52,2.030718789066509,2.6499999999999915,0.8532338308457711
2022-01-02,S002,P0002,2,3,-1.0963553988634667,-0.6010436533058062,60,82.44,1.3536702670630305,5,1,0,86.73,3,2022,1,2,6,52,-0.14746513655501606,3.6299999999999955,0.5378787878787878
2022-01-02,S002,P0003,3,3,-0.43455540039065055,0.188536378731151,31,153.42,1.4259174755740223,5,2,1,89.57,0,2022,1,2,6,52,0.9226741272467553,2.6700000000000017,0.7201834862385321
2022-01-02,S002,P0004,3,2,-1.104050747682918,-0.4449638795310589,109,100.61,0.5216744881997452,0,2,0,69.34,1,2022,1,2,6,52,-0.19643130609922801,-0.6300000000000097,0.6717557251908397
2022-01-02,S002,P0005,3,1,-1.3964740028220695,-0.6653117954483493,128,57.53,1.2330020571031821,5,0,1,90.59,1,2022,1,2,6,52,-0.2580436642230276,-3.3700000000000045,0.6881720430107527
2022-01-02,S002,P0006,3,0,0.5350585508602196,1.2535513056647214,154,273.1,0.9317158258658539,0,1,0,77.28,0,2022,1,2,6,52,1.8764530662938765,2.0999999999999943,0.7936046511627907
2022-01-02,S002,P0007,3,1,0.5042771555824141,1.0148410634209901,148,264.18,-1.4497519993608334,15,2,0,13.57,2,2022,1,2,6,52,-0.4281025289230009,3.84,0.7264705882352941
2022-01-02,S002,P0008,1,1,-0.2575623775432695,-0.8672973850391988,187,46.32,-1.5500526452191785,15,3,1,13.94,1,2022,1,2,6,52,-0.9161549265527985,0.8600000000000012,0.17427385892116182
2022-01-02,S002,P0009,1,1,0.16568180752655476,0.5557829052599683,157,195.61,-0.946711595419937,0,3,0,28.86,1,2022,1,2,6,52,-0.20147014624036041,1.6400000000000006,0.6655405405405406
2022-01-02,S002,P0010,3,3,1.5200631997499925,2.180848785149985,65,387.41,-1.0489337095897449,15,0,1,32.0,1,2022,1,2,6,52,0.38276731494708904,-4.16,0.7923728813559322
2022-01-02,S002,P0011,2,0,0.25802599335997095,0.16099288924148972,22,169.13,1.2868031698241338,0,0,0,86.3,3,2022,1,2,6,52,0.8120000765428934,2.3200000000000074,0.5
2022-01-02,S002,P0012,4,1,1.227639944610841,0.9138482686255652,30,239.09,1.0458510435667294,20,1,0,83.13,0,2022,1,2,6,52,1.5797823977000924,-0.7800000000000011,0.543778801843318
2022-01-02,S002,P0013,4,1,0.0964236681514926,1.2994571214808235,92,279.91,1.4385991664296751,10,3,1,97.09,2,2022,1,2,6,52,2.415590387471411,-4.52000000000001,0.9686411149825784
2022-01-02,S002,P0014,2,3,-0.6500251673352884,-1.0050148324875054,134,31.53,1.5081563193046195,5,1,0,89.47,0,2022,1,2,6,52,-0.6605432428689058,4.909999999999997,0.14210526315789473
