invoice_id,product_id,product_category,units_sold,date,selling_price,customer_id,region,revenue,day,month,weekday,week,inventory_proxy
543116,22854,CREAM SWEETHEART EGG HOLDER,4,03-02-2011 13:29,4.95,17672.0,United Kingdom,19.8,3,2,3,5,4.216666667
569544,20668,DISCO BALL CHRISTMAS DECORATION,1,04-10-2011 16:33,0.42,Unknown,United Kingdom,0.42,4,10,1,40,64.78723404
581456,23002,TRAVEL CARD WALLET SKULLS,8,08-12-2011 18:42,0.42,17530.0,United Kingdom,3.36,8,12,3,49,9.915492958
559202,21394,RED POLKADOT BEAKER ,48,07-07-2011 10:40,0.39,13583.0,United Kingdom,18.72,7,7,3,27,26.16666667
558709,15036,ASSORTED COLOURS SILK FAN,24,01-07-2011 13:02,0.83,17338.0,United Kingdom,19.92,1,7,4,26,51.59259259
549262,15044D,RED PAPER PARASOL,1,07-04-2011 12:38,2.95,14465.0,United Kingdom,2.95,7,4,3,14,8.717948718
562955,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,11-08-2011 10:14,2.46,Unknown,United Kingdom,2.46,11,8,3,32,4.816666667
545324,48138,DOORMAT UNION FLAG,1,01-03-2011 14:58,7.95,13110.0,United Kingdom,7.95,1,3,1,9,6.109848485
543300,22113,GREY HEART HOT WATER BOTTLE,6,07-02-2011 11:42,3.75,13334.0,United Kingdom,22.5,7,2,0,6,5.845188285
545721,22084,PAPER CHAIN KIT EMPIRE,4,07-03-2011 10:52,2.95,15039.0,United Kingdom,11.8,7,3,0,10,11.98837209
549295,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,07-04-2011 19:49,4.96,Unknown,United Kingdom,4.96,7,4,3,14,5.743083004
581192,21620,SET OF 4 ROSE BOTANICAL CANDLES,3,07-12-2011 17:05,1.25,15883.0,United Kingdom,3.75,7,12,2,49,5
537262,48188,DOORMAT WELCOME PUPPIES,1,06-12-2010 11:26,7.95,15039.0,United Kingdom,7.95,6,12,0,49,10.90756303
537224,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,4,05-12-2010 16:24,2.95,13174.0,United Kingdom,11.8,5,12,6,48,8.75
569469,23301,GARDENERS KNEELING PAD KEEP CALM ,8,04-10-2011 12:22,1.65,16360.0,United Kingdom,13.2,4,10,1,40,8.813186813
552526,20886,BOX OF 9 PEBBLE CANDLES,1,09-05-2011 16:42,1.95,17576.0,United Kingdom,1.95,9,5,0,19,5.265306122
570688,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,11-10-2011 16:29,3.29,Unknown,United Kingdom,6.58,11,10,1,41,3.875
575930,21328,BALLOONS  WRITING SET ,1,11-11-2011 17:58,3.29,Unknown,United Kingdom,3.29,11,11,4,45,3.559210526
580278,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,02-12-2011 13:11,0.79,13560.0,United Kingdom,0.79,2,12,4,48,3.875
555539,21166,COOK WITH WINE METAL SIGN ,2,05-06-2011 12:44,2.08,14472.0,United Kingdom,4.16,5,6,6,22,13.88034188
548697,22423,REGENCY CAKESTAND 3 TIER,16,03-04-2011 10:49,10.95,15482.0,United Kingdom,175.2,3,4,6,13,7.154734411
570761,90067A,PINK VINTAGE VICTORIAN EARRINGS,1,12-10-2011 11:41,2.95,Unknown,United Kingdom,2.95,12,10,2,41,1
552323,23068,ALUMINIUM STAMPED HEART,8,09-05-2011 09:33,2.49,16756.0,United Kingdom,19.92,9,5,0,19,5.142857143
581492,23009,I LOVE LONDON BABY GIFT SET,2,09-12-2011 10:03,10.79,Unknown,United Kingdom,21.58,9,12,4,49,2.155555556
580719,23597,PAPER BUNTING PAISLEY PARK,40,05-12-2011 16:54,2.55,14739.0,United Kingdom,102,5,12,0,49,12.90909091
540154,90071,RUBY GLASS CLUSTER EARRINGS,2,05-01-2011 11:30,1.26,Unknown,United Kingdom,2.52,5,1,2,1,1.421052632
570715,22600,CHRISTMAS RETROSPOT STAR WOOD,24,12-10-2011 10:23,0.85,18287.0,United Kingdom,20.4,12,10,2,41,7.081395349
537429,20719,WOODLAND CHARLOTTE BAG,6,06-12-2010 15:54,0.85,12748.0,United Kingdom,5.1,6,12,0,49,15.55855856
566446,21914,BLUE HARMONICA IN BOX ,1,12-09-2011 15:40,2.46,Unknown,United Kingdom,2.46,12,9,0,37,12.39033457
540033,48138,DOORMAT UNION FLAG,1,04-01-2011 14:12,7.95,13680.0,United Kingdom,7.95,4,1,1,1,6.109848485
580647,22138,BAKING SET 9 PIECE RETROSPOT ,1,05-12-2011 13:14,4.95,14083.0,United Kingdom,4.95,5,12,0,49,4.972144847
574624,84991,60 TEATIME FAIRY CAKE CASES,1,06-11-2011 11:20,0.55,17769.0,United Kingdom,0.55,6,11,6,44,17.46216216
570653,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,11-10-2011 13:49,1.65,14710.0,United Kingdom,9.9,11,10,1,41,8.985915493
537766,22930,BAKING MOULD HEART MILK CHOCOLATE,72,08-12-2010 12:08,2.1,17677.0,United Kingdom,151.2,8,12,2,49,4.548780488
549023,22027,TEA PARTY BIRTHDAY CARD,1,05-04-2011 16:27,0.83,Unknown,United Kingdom,0.83,5,4,1,14,13
566073,22726,ALARM CLOCK BAKELIKE GREEN,1,08-09-2011 19:58,3.75,14562.0,United Kingdom,3.75,8,9,3,36,6.308203991
580677,85034C,3 ROSE MORRIS BOXED CANDLES,1,05-12-2011 14:40,1.25,16200.0,United Kingdom,1.25,5,12,0,49,6.090909091
575886,22201,FRYING PAN BLUE POLKADOT,2,11-11-2011 13:57,4.25,12517.0,Germany,8.5,11,11,4,45,2.75
562934,22430,ENAMEL WATERING CAN CREAM,1,10-08-2011 16:56,9.96,Unknown,United Kingdom,9.96,10,8,2,32,2.875
565417,21238,RED RETROSPOT CUP,16,04-09-2011 12:04,0.85,15738.0,United Kingdom,13.6,4,9,6,35,11.12707182
580729,21976,PACK OF 60 MUSHROOM CAKE CASES,1,05-12-2011 17:24,1.25,Unknown,United Kingdom,1.25,5,12,0,49,9.584699454
566290,22745,POPPY'S PLAYHOUSE BEDROOM ,1,11-09-2011 15:24,2.1,14456.0,United Kingdom,2.1,11,9,6,36,4.398058252
580385,22632,HAND WARMER RED RETROSPOT,3,04-12-2011 10:11,2.1,16326.0,United Kingdom,6.3,4,12,6,48,11.36448598
539993,22302,COFFEE MUG PEARS  DESIGN,6,04-01-2011 10:00,2.55,13313.0,United Kingdom,15.3,4,1,1,1,13.40963855
570688,22819,"BIRTHDAY CARD, RETRO SPOT",2,11-10-2011 16:29,0.42,Unknown,United Kingdom,0.84,11,10,1,41,7.517241379
574967,84997b,CHILDRENS CUTLERY RETROSPOT RED ,3,08-11-2011 10:51,8.29,Unknown,United Kingdom,24.87,8,11,1,45,5.666666667
575725,22384,LUNCH BAG PINK POLKADOT,10,10-11-2011 18:46,1.65,13098.0,United Kingdom,16.5,10,11,3,45,9.118161926
580974,22865,HAND WARMER OWL DESIGN,12,06-12-2011 15:17,2.1,14293.0,United Kingdom,25.2,6,12,1,49,14.02686567
558896,20728,LUNCH BAG CARS BLUE,1,04-07-2011 15:55,1.65,Unknown,United Kingdom,1.65,4,7,0,27,9.775467775
570455,20992,JAZZ HEARTS PURSE NOTEBOOK,1,10-10-2011 15:27,0.39,14529.0,United Kingdom,0.39,10,10,0,41,14.32846715
555336,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,3,02-06-2011 11:13,0.29,Unknown,United Kingdom,0.87,2,6,3,22,107.1201717
580983,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,06-12-2011 16:26,2.46,Unknown,United Kingdom,2.46,6,12,1,49,2.322580645
540352,21781,MA CAMPAGNE CUTLERY BOX,1,06-01-2011 14:27,29.74,Unknown,United Kingdom,29.74,6,1,3,1,1.622641509
540977,DOT,DOTCOM POSTAGE,1,12-01-2011 15:01,478.1,Unknown,United Kingdom,478.1,12,1,2,2,1
580367,21530,DAIRY MAID TOASTRACK,1,02-12-2011 16:39,3.29,Unknown,United Kingdom,3.29,2,12,4,48,5.925
540551,21194,PINK  HONEYCOMB PAPER FAN,1,10-01-2011 09:43,1.66,Unknown,United Kingdom,1.66,10,1,0,2,5
556059,84946,ANTIQUE SILVER T-LIGHT GLASS,24,08-06-2011 13:56,1.25,13630.0,United Kingdom,30,8,6,2,23,21.01162791
570690,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,11-10-2011 16:37,4.96,Unknown,United Kingdom,4.96,11,10,1,41,10.72727273
540953,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,12-01-2011 13:16,1.49,14587.0,United Kingdom,1.49,12,1,2,2,10.96960486
569568,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,05-10-2011 09:57,3.75,12700.0,France,15,5,10,2,40,5.039800995
562775,82582,AREA PATROLLED METAL SIGN,12,09-08-2011 12:21,2.1,15078.0,United Kingdom,25.2,9,8,1,32,10.64974619
559342,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,12,07-07-2011 16:59,2.08,14493.0,United Kingdom,24.96,7,7,3,27,18.14285714
559471,22685,FRENCH BLUE METAL DOOR SIGN 0,10,08-07-2011 13:39,1.25,17512.0,United Kingdom,12.5,8,7,4,27,5.777777778
552684,20735,BLACK MINI TAPE MEASURE ,1,10-05-2011 15:09,1.63,Unknown,United Kingdom,1.63,10,5,1,19,5.208333333
543539,22329,ROUND CONTAINER SET OF 5 RETROSPOT,3,09-02-2011 14:18,1.65,17757.0,United Kingdom,4.95,9,2,2,6,5.270833333
545523,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,03-03-2011 12:41,2.95,14524.0,United Kingdom,2.95,3,3,3,9,5.556701031
580727,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,05-12-2011 17:17,24.96,14096.0,United Kingdom,24.96,5,12,0,49,2.166666667
551982,48138,DOORMAT UNION FLAG,2,05-05-2011 13:56,7.95,15023.0,United Kingdom,15.9,5,5,3,18,6.109848485
575139,23691,WRAP KEEP CALM BIRTHDAY,25,08-11-2011 15:26,0.42,16863.0,United Kingdom,10.5,8,11,1,45,25
540826,22883,NUMBER TILE VINTAGE FONT 4,12,11-01-2011 14:00,0.42,13102.0,United Kingdom,5.04,11,1,1,2,3.166666667
580397,22382,LUNCH BAG SPACEBOY DESIGN ,1,04-12-2011 11:24,1.65,13558.0,United Kingdom,1.65,4,12,6,48,8.790890269
537026,22417,PACK OF 60 SPACEBOY CAKE CASES,120,03-12-2010 16:35,0.42,12395.0,Belgium,50.4,3,12,4,48,15.01357466
548987,21975,PACK OF 60 DINOSAUR CAKE CASES,1,05-04-2011 12:50,0.55,14535.0,United Kingdom,0.55,5,4,1,14,16.43396226
580654,23334,IVORY WICKER HEART SMALL,3,05-12-2011 13:37,0.63,15854.0,United Kingdom,1.89,5,12,0,49,15.83636364
552665,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,10-05-2011 15:05,7.46,Unknown,United Kingdom,14.92,10,5,1,19,7.457446809
537392,20728,LUNCH BAG CARS BLUE,5,06-12-2010 13:58,1.65,17068.0,United Kingdom,8.25,6,12,0,49,9.775467775
540098,22276,WASH BAG VINTAGE ROSE PAISLEY,1,04-01-2011 15:50,2.55,16241.0,United Kingdom,2.55,4,1,1,1,3.9375
543188,22729,ALARM CLOCK BAKELIKE ORANGE,8,04-02-2011 11:45,3.75,12567.0,France,30,4,2,4,5,5.611650485
565971,23322,LARGE WHITE HEART OF WICKER,4,08-09-2011 11:27,2.95,13571.0,United Kingdom,11.8,8,9,3,36,6.120171674
540566,22070,SMALL RED RETROSPOT MUG IN BOX ,2,10-01-2011 10:58,3.75,17811.0,United Kingdom,7.5,10,1,0,2,7.568181818
546008,22136,LOVE HEART SOCK HANGER,1,08-03-2011 15:43,3.29,Unknown,United Kingdom,3.29,8,3,1,10,3.325581395
543354,85194S,HANGING SPRING FLOWER EGG SMALL,24,07-02-2011 13:50,0.65,13458.0,United Kingdom,15.6,7,2,0,6,15
553011,22384,LUNCH BAG PINK POLKADOT,6,12-05-2011 17:03,1.65,14390.0,United Kingdom,9.9,12,5,3,19,9.118161926
566075,20934,SET/3 POT PLANT CANDLES,2,09-09-2011 09:03,5.45,16173.0,United Kingdom,10.9,9,9,4,36,1.875
552278,22502,PICNIC BASKET WICKER SMALL,1,08-05-2011 12:36,5.95,15059.0,United Kingdom,5.95,8,5,6,18,4.940092166
581217,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,08-12-2011 09:20,4.13,Unknown,United Kingdom,12.39,8,12,3,49,3.153846154
569702,23399,HOME SWEET HOME HANGING HEART,5,05-10-2011 16:09,0.85,14396.0,United Kingdom,4.25,5,10,2,40,7.298969072
545522,21539,RED RETROSPOT BUTTER DISH,6,03-03-2011 12:35,4.95,15596.0,United Kingdom,29.7,3,3,3,9,3.098039216
548858,C2,CARRIAGE,1,04-04-2011 13:29,50,14911.0,EIRE,50,4,4,0,14,1
540247,22078,RIBBON REEL LACE DESIGN ,1,05-01-2011 15:56,2.1,15464.0,United Kingdom,2.1,5,1,2,1,8.597701149
543530,90214A,"LETTER ""A"" BLING KEY RING",1,09-02-2011 12:46,0.83,Unknown,United Kingdom,0.83,9,2,2,6,2.678571429
540900,POST,POSTAGE,2,12-01-2011 11:46,18,12712.0,Germany,36,12,1,2,2,2.743421053
569640,23159,SET OF 5 PANCAKE DAY MAGNETS,24,05-10-2011 12:25,2.08,12471.0,Germany,49.92,5,10,2,40,10.02173913
558809,22776,SWEETHEART CAKESTAND 3 TIER,1,04-07-2011 11:10,19.96,Unknown,United Kingdom,19.96,4,7,0,27,2.281938326
548909,22059,CERAMIC STRAWBERRY DESIGN MUG,24,05-04-2011 08:43,1.49,12779.0,Poland,35.76,5,4,1,14,11.75903614
536802,22941,CHRISTMAS LIGHTS 10 REINDEER,4,02-12-2010 16:29,8.5,17412.0,United Kingdom,34,2,12,3,48,4.681528662
540355,84988,SET OF 72 PINK HEART PAPER DOILIES,1,06-01-2011 15:11,3.83,Unknown,United Kingdom,3.83,6,1,3,1,7.695876289
559510,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,08-07-2011 15:29,1.45,14961.0,United Kingdom,17.4,8,7,4,27,5.798701299
565129,23206,LUNCH BAG APPLE DESIGN,5,01-09-2011 12:41,1.65,15719.0,United Kingdom,8.25,1,9,3,35,10.59004739
565239,20725,LUNCH BAG RED RETROSPOT,10,02-09-2011 09:51,1.65,12670.0,France,16.5,2,9,4,35,12.40206186
580996,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,06-12-2011 17:18,4.25,14578.0,United Kingdom,8.5,6,12,1,49,7.906666667
558738,22128,PARTY CONES CANDY ASSORTED,12,01-07-2011 15:35,1.25,12922.0,United Kingdom,15,1,7,4,26,21.64285714
580729,21166,COOK WITH WINE METAL SIGN ,1,05-12-2011 17:24,4.13,Unknown,United Kingdom,4.13,5,12,0,49,13.88034188
570292,23536,WALL ART VILLAGE SHOW ,4,10-10-2011 11:59,5.95,13418.0,United Kingdom,23.8,10,10,0,41,11.2826087
538351,21452,TOADSTOOL MONEY BOX,3,10-12-2010 15:17,6.77,Unknown,United Kingdom,20.31,10,12,4,49,4.355555556
542780,47566,PARTY BUNTING,10,01-02-2011 09:38,4.65,17675.0,United Kingdom,46.5,1,2,1,5,10.53706294
559337,22381,TOY TIDY PINK POLKADOT,2,07-07-2011 16:27,4.13,Unknown,United Kingdom,8.26,7,7,3,27,8.25257732
574063,21530,DAIRY MAID TOASTRACK,1,02-11-2011 14:31,0.79,13271.0,United Kingdom,0.79,2,11,2,44,5.925
551517,22999,TRAVEL CARD WALLET RETRO PETALS,3,01-05-2011 11:14,0.42,16931.0,United Kingdom,1.26,1,5,6,17,11.21505376
569228,20835,FRENCH LATTICE CUSHION COVER ,6,02-10-2011 14:47,0.83,15547.0,United Kingdom,4.98,2,10,6,39,8.166666667
580276,23583,LUNCH BAG PAISLEY PARK  ,3,02-12-2011 12:59,1.65,16426.0,United Kingdom,4.95,2,12,4,48,10.4295302
540269,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,06-01-2011 11:39,3.75,14135.0,United Kingdom,15,6,1,3,1,5.039800995
559052,84988,SET OF 72 PINK HEART PAPER DOILIES,1,05-07-2011 16:53,2.92,Unknown,United Kingdom,2.92,5,7,1,27,7.695876289
566393,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,12-09-2011 12:45,3.75,13269.0,United Kingdom,15,12,9,0,37,5.961290323
543193,21932,SCANDINAVIAN PAISLEY PICNIC BAG,5,04-02-2011 12:18,2.95,13725.0,United Kingdom,14.75,4,2,4,5,6.52173913
542789,21563,RED HEART SHAPE LOVE BUCKET ,60,01-02-2011 10:38,2.55,17511.0,United Kingdom,153,1,2,1,5,13.32894737
540977,22911,PAPER CHAIN KIT LONDON,1,12-01-2011 15:01,5.91,Unknown,United Kingdom,5.91,12,1,2,2,2.720930233
565201,22185,SLATE TILE NATURAL HANGING,12,01-09-2011 16:41,1.65,14907.0,United Kingdom,19.8,1,9,3,35,9.958333333
565857,21914,BLUE HARMONICA IN BOX ,12,07-09-2011 14:13,1.25,14911.0,EIRE,15,7,9,2,36,12.39033457
559337,15058B,PINK POLKADOT GARDEN PARASOL,1,07-07-2011 16:27,10.79,Unknown,United Kingdom,10.79,7,7,3,27,2.404255319
540992,22983,CARD BILLBOARD FONT,12,12-01-2011 16:57,0.42,17364.0,United Kingdom,5.04,12,1,2,2,13.78409091
538095,22914,BLUE COAT RACK PARIS FASHION,1,09-12-2010 14:55,4.95,17097.0,Spain,4.95,9,12,3,49,2.256756757
548894,21621,VINTAGE UNION JACK BUNTING,1,04-04-2011 16:01,16.63,Unknown,United Kingdom,16.63,4,4,0,14,6.795238095
546007,21481,FAWN BLUE HOT WATER BOTTLE,2,08-03-2011 15:34,5.79,Unknown,United Kingdom,11.58,8,3,1,10,6.116071429
575177,23219,LAUREL STAR ANTIQUE SILVER ,1,08-11-2011 18:41,2.46,Unknown,United Kingdom,2.46,8,11,1,45,7
569545,22868,NUMBER TILE COTTAGE GARDEN 0 ,1,04-10-2011 16:37,4.13,Unknown,United Kingdom,4.13,4,10,1,40,3.8
552851,22892,SET OF SALT AND PEPPER TOADSTOOLS,24,11-05-2011 15:07,1.25,12731.0,France,30,11,5,2,19,12.5862069
536960,21889,WOODEN BOX OF DOMINOES,12,03-12-2010 12:48,1.25,16477.0,United Kingdom,15,3,12,4,48,13.06614786
