Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Competitor Pricing,Seasonality,Demand,Revenue,Month,Day,Year,Day_of_Week,Price_Difference
2022-01-01,S004,P0001,Groceries,West,215,85,287,10.47,0,Snowy,11.51,Winter,81,889.95,1,1,2022,5,-1.0399999999999991
2022-01-01,S004,P0002,Groceries,West,283,67,0,19.12,10,Snowy,20.62,Winter,112,1281.04,1,1,2022,5,-1.5
2022-01-01,S004,P0003,Furniture,West,161,92,407,134.16,20,Snowy,117.74,Winter,114,12342.72,1,1,2022,5,16.42
2022-01-01,S004,P0004,Groceries,West,168,88,252,51.64,0,Snowy,57.32,Winter,86,4544.32,1,1,2022,5,-5.68
2022-01-01,S004,P0005,Clothing,West,289,197,0,89.23,10,Snowy,77.73,Winter,183,17578.31,1,1,2022,5,11.5
2022-01-01,S004,P0006,Groceries,West,206,48,162,35.33,0,Snowy,34.77,Winter,73,1695.84,1,1,2022,5,0.5599999999999952
2022-01-01,S004,P0007,Groceries,West,185,43,253,24.34,5,Snowy,26.46,Winter,65,1046.62,1,1,2022,5,-2.120000000000001
2022-01-01,S004,P0008,Furniture,West,281,59,0,100.64,0,Snowy,118.02,Winter,80,5937.76,1,1,2022,5,-17.379999999999995
2022-01-01,S004,P0009,Clothing,West,206,106,299,110.47,5,Snowy,122.04,Winter,98,11709.82,1,1,2022,5,-11.570000000000007
2022-01-01,S004,P0010,Groceries,West,223,120,597,30.02,0,Snowy,29.15,Winter,128,3602.4,1,1,2022,5,0.870000000000001
2022-01-01,S004,P0011,Clothing,West,195,60,293,52.89,0,Snowy,62.29,Winter,61,3173.4,1,1,2022,5,-9.4
2022-01-01,S004,P0012,Electronics,West,111,111,113,118.15,0,Snowy,133.46,Winter,103,13114.65,1,1,2022,5,-15.310000000000002
2022-01-01,S004,P0013,Groceries,West,136,104,385,20.24,10,Snowy,18.9,Winter,110,2104.96,1,1,2022,5,1.34
2022-01-01,S004,P0014,Furniture,West,110,52,122,148.46,10,Snowy,178.25,Winter,70,7719.92,1,1,2022,5,-29.789999999999992
2022-01-01,S004,P0015,Furniture,West,249,42,0,86.47,5,Snowy,81.87,Winter,44,3631.74,1,1,2022,5,4.599999999999994
2022-01-01,S004,P0016,Furniture,West,155,74,218,110.39,10,Snowy,101.16,Winter,71,8168.86,1,1,2022,5,9.230000000000004
2022-01-01,S004,P0017,Clothing,West,232,65,0,84.83,10,Snowy,94.7,Winter,85,5513.95,1,1,2022,5,-9.870000000000005
2022-01-01,S004,P0018,Furniture,West,165,64,0,141.31,10,Snowy,150.73,Winter,67,9043.84,1,1,2022,5,-9.419999999999987
2022-01-01,S004,P0019,Clothing,West,146,125,103,56.86,10,Snowy,64.61,Winter,111,7107.5,1,1,2022,5,-7.75
2022-01-01,S004,P0020,Furniture,West,290,52,0,124.97,10,Snowy,110.39,Winter,76,6498.44,1,1,2022,5,14.579999999999998
2022-01-01,S005,P0001,Groceries,North,182,75,198,11.46,5,Snowy,9.92,Winter,84,859.5000000000001,1,1,2022,5,1.540000000000001
2022-01-01,S005,P0002,Electronics,North,131,131,474,48.68,10,Snowy,51.85,Winter,186,6377.08,1,1,2022,5,-3.1700000000000017
2022-01-01,S005,P0003,Toys,North,247,145,0,29.57,20,Snowy,26.3,Winter,143,4287.65,1,1,2022,5,3.27
2022-01-01,S005,P0004,Groceries,North,195,143,114,7.45,10,Snowy,8.33,Winter,121,1065.35,1,1,2022,5,-0.8799999999999999
2022-01-01,S005,P0005,Groceries,North,187,126,344,20.02,0,Snowy,18.12,Winter,148,2522.52,1,1,2022,5,1.8999999999999984
2022-01-01,S005,P0006,Groceries,North,280,59,300,53.49,5,Snowy,52.34,Winter,67,3155.9100000000003,1,1,2022,5,1.1499999999999986
2022-01-01,S005,P0007,Groceries,North,297,74,0,82.73,0,Snowy,79.8,Winter,85,6122.02,1,1,2022,5,2.930000000000007
2022-01-01,S005,P0008,Groceries,North,229,165,0,73.42,0,Snowy,84.61,Winter,149,12114.3,1,1,2022,5,-11.189999999999998
2022-01-01,S005,P0009,Groceries,North,270,59,268,94.75,0,Snowy,112.34,Winter,94,5590.25,1,1,2022,5,-17.590000000000003
2022-01-01,S005,P0010,Groceries,North,132,132,436,70.86,0,Snowy,63.54,Winter,136,9353.52,1,1,2022,5,7.32
2022-01-01,S005,P0011,Electronics,North,220,17,0,62.12,0,Snowy,55.78,Winter,15,1056.04,1,1,2022,5,6.339999999999996
2022-01-01,S005,P0012,Furniture,North,230,71,371,133.86,5,Snowy,118.2,Winter,84,9504.06,1,1,2022,5,15.66000000000001
2022-01-01,S005,P0013,Groceries,North,145,82,328,71.03,10,Snowy,78.02,Winter,116,5824.46,1,1,2022,5,-6.989999999999995
2022-01-01,S005,P0014,Furniture,North,193,63,219,161.18,10,Snowy,156.66,Winter,82,10154.34,1,1,2022,5,4.52000000000001
2022-01-01,S005,P0015,Groceries,North,132,108,203,44.36,10,Snowy,52.84,Winter,93,4790.88,1,1,2022,5,-8.480000000000004
2022-01-01,S005,P0016,Toys,North,131,59,191,32.84,0,Snowy,39.5,Winter,76,1937.56,1,1,2022,5,-6.659999999999997
2022-01-01,S005,P0017,Toys,North,159,89,73,33.04,10,Snowy,37.53,Winter,88,2940.56,1,1,2022,5,-4.490000000000002
2022-01-01,S005,P0018,Clothing,North,245,68,0,22.41,0,Snowy,22.24,Winter,88,1523.88,1,1,2022,5,0.1700000000000017
2022-01-01,S005,P0019,Furniture,North,202,42,0,119.15,10,Snowy,102.4,Winter,47,5004.3,1,1,2022,5,16.75
2022-01-01,S005,P0020,Toys,North,131,79,105,28.66,10,Snowy,34.32,Winter,104,2264.14,1,1,2022,5,-5.66
2022-01-02,S001,P0001,Electronics,North,93,71,0,65.63,5,Snowy,73.66,Winter,84,4659.73,1,2,2022,6,-8.030000000000001
2022-01-02,S001,P0002,Clothing,North,249,116,0,74.44,10,Snowy,87.66,Winter,175,8635.039999999999,1,2,2022,6,-13.22
2022-01-02,S001,P0003,Clothing,North,133,130,0,66.15,0,Snowy,74.15,Winter,156,8599.5,1,2,2022,6,-8.0
2022-01-02,S001,P0004,Electronics,North,94,82,183,91.64,10,Snowy,105.17,Winter,78,7514.48,1,2,2022,6,-13.53
2022-01-02,S001,P0005,Groceries,North,87,87,487,63.35,0,Snowy,61.2,Winter,103,5511.45,1,2,2022,6,2.1499999999999986
2022-01-02,S001,P0006,Toys,North,149,77,172,36.93,5,Snowy,32.24,Winter,65,2843.61,1,2,2022,6,4.689999999999998
2022-01-02,S001,P0007,Groceries,North,37,37,497,27.22,0,Snowy,31.11,Winter,127,1007.14,1,2,2022,6,-3.890000000000001
2022-01-02,S001,P0008,Electronics,North,202,37,0,37.38,5,Snowy,42.34,Winter,58,1383.0600000000002,1,2,2022,6,-4.960000000000001
2022-01-02,S001,P0009,Clothing,North,166,133,107,93.21,10,Snowy,83.66,Winter,126,12396.929999999998,1,2,2022,6,9.549999999999995
2022-01-02,S001,P0010,Furniture,North,122,105,498,129.03,10,Snowy,139.76,Winter,107,13548.15,1,2,2022,6,-10.72999999999999
2022-01-02,S001,P0011,Furniture,North,164,152,264,175.19,10,Snowy,187.65,Winter,130,26628.88,1,2,2022,6,-12.460000000000008
2022-01-02,S001,P0012,Groceries,North,168,168,397,96.27,10,Snowy,109.41,Winter,187,16173.36,1,2,2022,6,-13.14
2022-01-02,S001,P0013,Toys,North,166,73,90,32.72,10,Snowy,28.94,Winter,107,2388.56,1,2,2022,6,3.7799999999999976
2022-01-02,S001,P0014,Groceries,North,131,81,0,70.94,0,Snowy,66.18,Winter,75,5746.139999999999,1,2,2022,6,4.759999999999991
2022-01-02,S001,P0015,Toys,North,138,117,109,15.17,10,Snowy,16.81,Winter,110,1774.89,1,2,2022,6,-1.6399999999999988
2022-01-02,S001,P0016,Groceries,North,25,25,0,35.58,0,Snowy,30.98,Winter,59,889.5,1,2,2022,6,4.599999999999998
2022-01-02,S001,P0017,Toys,North,69,33,50,17.76,10,Snowy,16.08,Winter,42,586.08,1,2,2022,6,1.6800000000000033
2022-01-02,S001,P0018,Groceries,North,203,172,155,66.33,10,Snowy,56.8,Winter,144,11408.76,1,2,2022,6,9.53
2022-01-02,S001,P0019,Furniture,North,220,35,0,93.29,10,Snowy,99.51,Winter,52,3265.15,1,2,2022,6,-6.219999999999999
2022-01-02,S001,P0020,Furniture,North,230,93,432,119.87,10,Snowy,111.8,Winter,92,11147.91,1,2,2022,6,8.070000000000007
2022-01-02,S002,P0001,Groceries,South,0,0,350,86.71,10,Cloudy,85.0,Winter,137,0.0,1,2,2022,6,1.7099999999999935
2022-01-02,S002,P0002,Toys,South,74,61,0,31.7,0,Cloudy,36.09,Winter,82,1933.7,1,2,2022,6,-4.390000000000004
2022-01-02,S002,P0003,Groceries,South,20,20,0,66.64,10,Cloudy,61.22,Winter,58,1332.8,1,2,2022,6,5.420000000000002
2022-01-02,S002,P0004,Groceries,South,49,40,0,36.7,5,Cloudy,35.23,Winter,59,1468.0,1,2,2022,6,1.470000000000006
2022-01-02,S002,P0005,Electronics,South,52,52,412,98.83,5,Cloudy,94.92,Winter,115,5139.16,1,2,2022,6,3.9099999999999966
2022-01-02,S002,P0006,Clothing,South,119,116,137,66.76,10,Cloudy,59.62,Winter,117,7744.160000000001,1,2,2022,6,7.140000000000008
2022-01-02,S002,P0007,Toys,South,144,95,0,30.0,0,Cloudy,28.44,Winter,95,2850.0,1,2,2022,6,1.5599999999999987
2022-01-02,S002,P0008,Groceries,South,99,99,153,29.35,0,Cloudy,34.68,Winter,140,2905.65,1,2,2022,6,-5.329999999999998
2022-01-02,S002,P0009,Groceries,South,0,0,263,74.78,0,Cloudy,83.48,Winter,158,0.0,1,2,2022,6,-8.700000000000003
2022-01-02,S002,P0010,Groceries,South,318,179,0,101.56,25,Cloudy,98.18,Winter,234,18179.24,1,2,2022,6,3.3799999999999955
2022-01-02,S002,P0011,Groceries,South,157,135,474,91.4,15,Cloudy,109.66,Winter,137,12339.0,1,2,2022,6,-18.25999999999999
2022-01-02,S002,P0012,Electronics,South,119,75,511,65.63,15,Cloudy,56.85,Winter,115,4922.25,1,2,2022,6,8.779999999999994
2022-01-02,S002,P0013,Groceries,South,59,45,0,20.47,0,Cloudy,22.07,Winter,75,921.15,1,2,2022,6,-1.6000000000000014
2022-01-02,S002,P0014,Electronics,South,84,84,564,134.04,10,Cloudy,124.77,Winter,135,11259.36,1,2,2022,6,9.269999999999996
2022-01-02,S002,P0015,Clothing,South,36,36,604,65.22,20,Cloudy,71.11,Winter,152,2347.92,1,2,2022,6,-5.890000000000001
2022-01-02,S002,P0016,Clothing,South,0,0,260,107.38,0,Cloudy,114.77,Winter,159,0.0,1,2,2022,6,-7.390000000000001
2022-01-02,S002,P0017,Toys,South,81,63,323,18.69,10,Cloudy,20.42,Winter,92,1177.47,1,2,2022,6,-1.7300000000000004
2022-01-02,S002,P0018,Clothing,South,143,74,87,26.16,5,Cloudy,31.4,Winter,92,1935.84,1,2,2022,6,-5.239999999999998
2022-01-02,S002,P0019,Clothing,South,82,66,439,93.88,0,Cloudy,85.41,Winter,101,6196.08,1,2,2022,6,8.469999999999999
2022-01-02,S002,P0020,Furniture,South,83,77,214,134.4,0,Cloudy,124.57,Winter,70,10348.8,1,2,2022,6,9.830000000000013
2022-01-02,S003,P0001,Toys,East,73,73,0,15.76,5,Cloudy,16.81,Winter,91,1150.48,1,2,2022,6,-1.049999999999999
2022-01-02,S003,P0002,Groceries,East,234,175,548,63.12,10,Cloudy,55.32,Winter,154,11046.0,1,2,2022,6,7.799999999999997
2022-01-02,S003,P0003,Electronics,East,127,125,160,109.88,0,Cloudy,107.36,Winter,145,13735.0,1,2,2022,6,2.519999999999996
2022-01-02,S003,P0004,Groceries,East,81,39,0,19.9,0,Cloudy,22.28,Winter,56,776.0999999999999,1,2,2022,6,-2.3800000000000026
2022-01-02,S003,P0005,Toys,East,213,59,0,20.05,10,Cloudy,17.73,Winter,75,1182.95,1,2,2022,6,2.3200000000000003
2022-01-02,S003,P0006,Toys,East,121,70,96,40.69,0,Cloudy,39.79,Winter,91,2848.3,1,2,2022,6,0.8999999999999986
2022-01-02,S003,P0007,Groceries,East,124,124,0,16.3,10,Cloudy,19.56,Winter,132,2021.2,1,2,2022,6,-3.259999999999998
2022-01-02,S003,P0008,Clothing,East,236,121,306,132.2,5,Cloudy,148.43,Winter,156,15996.2,1,2,2022,6,-16.230000000000018
2022-01-02,S003,P0009,Groceries,East,130,78,86,52.56,10,Cloudy,51.15,Winter,105,4099.68,1,2,2022,6,1.4100000000000037
2022-01-02,S003,P0010,Groceries,East,224,92,0,32.73,20,Cloudy,32.0,Winter,96,3011.16,1,2,2022,6,0.7299999999999969
2022-01-02,S003,P0011,Electronics,East,2,2,386,113.61,25,Cloudy,126.49,Winter,163,227.22,1,2,2022,6,-12.879999999999995
2022-01-02,S003,P0012,Furniture,East,68,62,224,90.21,15,Cloudy,106.9,Winter,95,5593.02,1,2,2022,6,-16.690000000000012
2022-01-02,S003,P0013,Groceries,East,0,0,0,69.14,0,Cloudy,72.85,Winter,83,0.0,1,2,2022,6,-3.7099999999999937
2022-01-02,S003,P0014,Groceries,East,244,52,0,84.21,0,Cloudy,83.63,Winter,50,4378.92,1,2,2022,6,0.5799999999999983
2022-01-02,S003,P0015,Groceries,East,35,35,622,100.93,20,Cloudy,120.1,Winter,185,3532.55,1,2,2022,6,-19.169999999999987
2022-01-02,S003,P0016,Electronics,East,212,126,289,126.78,0,Cloudy,110.11,Winter,156,15974.28,1,2,2022,6,16.67
2022-01-02,S003,P0017,Furniture,East,151,37,0,107.38,5,Cloudy,92.46,Winter,42,3973.06,1,2,2022,6,14.920000000000002
2022-01-02,S003,P0018,Furniture,East,233,65,0,127.98,10,Cloudy,148.9,Winter,90,8318.7,1,2,2022,6,-20.92
2022-01-02,S003,P0019,Groceries,East,92,92,95,56.72,5,Cloudy,55.93,Winter,107,5218.24,1,2,2022,6,0.7899999999999991
2022-01-02,S003,P0020,Clothing,East,209,60,0,73.57,5,Cloudy,62.9,Winter,92,4414.2,1,2,2022,6,10.669999999999996
2022-01-02,S004,P0001,Groceries,West,130,130,734,12.67,10,Sunny,11.95,Winter,160,1647.1,1,2,2022,6,0.7200000000000006
2022-01-02,S004,P0002,Groceries,West,216,121,225,23.71,0,Sunny,21.48,Winter,131,2868.9100000000003,1,2,2022,6,2.2300000000000004
2022-01-02,S004,P0003,Furniture,West,69,69,0,142.86,5,Sunny,134.09,Winter,81,9857.34,1,2,2022,6,8.77000000000001
2022-01-02,S004,P0004,Groceries,West,80,20,0,38.88,5,Sunny,44.68,Winter,26,777.6,1,2,2022,6,-5.799999999999997
2022-01-02,S004,P0005,Clothing,West,92,92,152,83.84,10,Sunny,88.73,Winter,178,7713.280000000001,1,2,2022,6,-4.890000000000001
2022-01-02,S004,P0006,Groceries,West,158,149,268,40.95,5,Sunny,34.97,Winter,134,6101.55,1,2,2022,6,5.980000000000004
2022-01-02,S004,P0007,Groceries,West,142,142,563,36.85,0,Sunny,35.75,Winter,164,5232.7,1,2,2022,6,1.1000000000000014
2022-01-02,S004,P0008,Furniture,West,222,28,0,84.29,5,Sunny,90.72,Winter,46,2360.1200000000003,1,2,2022,6,-6.429999999999993
2022-01-02,S004,P0009,Clothing,West,100,100,494,120.17,10,Sunny,135.44,Winter,142,12017.0,1,2,2022,6,-15.269999999999996
2022-01-02,S004,P0010,Groceries,West,103,103,0,23.81,20,Sunny,26.5,Winter,142,2452.43,1,2,2022,6,-2.6900000000000013
2022-01-02,S004,P0011,Clothing,West,135,130,688,64.39,25,Sunny,58.88,Winter,205,8370.7,1,2,2022,6,5.509999999999998
2022-01-02,S004,P0012,Electronics,West,113,90,71,94.35,15,Sunny,102.02,Winter,84,8491.5,1,2,2022,6,-7.670000000000002
2022-01-02,S004,P0013,Groceries,West,32,32,501,24.95,0,Sunny,23.75,Winter,144,798.4,1,2,2022,6,1.1999999999999993
2022-01-02,S004,P0014,Furniture,West,58,58,185,175.28,0,Sunny,193.4,Winter,87,10166.24,1,2,2022,6,-18.120000000000005
2022-01-02,S004,P0015,Furniture,West,207,72,200,74.92,20,Sunny,82.61,Winter,65,5394.24,1,2,2022,6,-7.689999999999998
2022-01-02,S004,P0016,Furniture,West,81,67,0,122.71,0,Sunny,148.34,Winter,86,8221.57,1,2,2022,6,-25.63000000000001
2022-01-02,S004,P0017,Clothing,West,167,99,149,117.24,0,Sunny,111.57,Winter,138,11606.76,1,2,2022,6,5.670000000000002
2022-01-02,S004,P0018,Furniture,West,101,94,104,169.09,5,Sunny,163.21,Winter,87,15894.46,1,2,2022,6,5.879999999999996
2022-01-02,S004,P0019,Clothing,West,124,124,162,66.93,5,Sunny,79.53,Winter,148,8299.320000000002,1,2,2022,6,-12.599999999999994
2022-01-02,S004,P0020,Furniture,West,238,56,0,114.9,5,Sunny,133.94,Winter,53,6434.400000000001,1,2,2022,6,-19.039999999999992
2022-01-02,S005,P0001,Groceries,North,107,81,0,11.7,0,Snowy,10.06,Winter,75,947.7,1,2,2022,6,1.6399999999999988
2022-01-02,S005,P0002,Electronics,North,0,0,0,40.81,10,Snowy,38.43,Winter,106,0.0,1,2,2022,6,2.3800000000000026
2022-01-02,S005,P0003,Toys,North,102,87,109,29.13,10,Snowy,28.91,Winter,100,2534.31,1,2,2022,6,0.2199999999999988
2022-01-02,S005,P0004,Groceries,North,166,77,109,7.79,10,Snowy,7.23,Winter,119,599.83,1,2,2022,6,0.5599999999999996
2022-01-02,S005,P0005,Groceries,North,61,61,0,15.31,10,Snowy,13.22,Winter,95,933.91,1,2,2022,6,2.09
2022-01-02,S005,P0006,Groceries,North,221,122,540,56.83,10,Snowy,60.46,Winter,116,6933.26,1,2,2022,6,-3.6300000000000026
2022-01-02,S005,P0007,Groceries,North,223,3,0,56.72,0,Snowy,64.26,Winter,4,170.16,1,2,2022,6,-7.540000000000006
2022-01-02,S005,P0008,Groceries,North,64,64,103,58.77,10,Snowy,55.01,Winter,94,3761.28,1,2,2022,6,3.760000000000005
2022-01-02,S005,P0009,Groceries,North,211,80,0,103.03,0,Snowy,88.63,Winter,104,8242.4,1,2,2022,6,14.400000000000006
2022-01-02,S005,P0010,Groceries,North,0,0,629,72.29,10,Snowy,64.1,Winter,182,0.0,1,2,2022,6,8.190000000000012
2022-01-02,S005,P0011,Electronics,North,203,51,260,57.17,20,Snowy,64.73,Winter,62,2915.67,1,2,2022,6,-7.560000000000002
2022-01-02,S005,P0012,Furniture,North,159,117,439,131.02,10,Snowy,157.89,Winter,110,15329.340000000002,1,2,2022,6,-26.869999999999976
2022-01-02,S005,P0013,Groceries,North,63,63,319,75.5,5,Snowy,89.57,Winter,118,4756.5,1,2,2022,6,-14.069999999999991
2022-01-02,S005,P0014,Furniture,North,130,47,0,160.24,5,Snowy,152.98,Winter,65,7531.280000000001,1,2,2022,6,7.260000000000019
2022-01-02,S005,P0015,Groceries,North,24,24,192,45.46,15,Snowy,49.28,Winter,118,1091.04,1,2,2022,6,-3.82
