product_id,price,sales_quantity,inventory,date
PRD45172,308689.4,50,644,27-02-2024 19:00
PRD87119,283936.35,64,956,08-04-2024 08:00
PRD77387,192516.07,68,991,01-09-2024 17:00
PRD81824,5721.63,73,524,30-01-2024 07:00
PRD61613,429623.34,51,853,25-06-2024 15:00
PRD42916,130015.25,66,725,02-04-2024 07:00
PRD52329,139659.06,60,427,26-02-2024 21:00
PRD73680,350308.91,39,531,21-02-2024 04:00
PRD58798,371140.44,44,525,04-03-2024 00:00
PRD62943,37277.17,63,518,11-06-2024 04:00
PRD39947,214748.59,40,168,18-02-2024 02:00
PRD70832,214502.49,50,523,06-04-2024 16:00
PRD41273,13246.28,71,634,27-07-2024 01:00
PRD63209,525319.47,33,664,15-09-2024 09:00
PRD70215,374989.42,49,835,16-04-2024 18:00
PRD37995,373561.89,39,442,24-01-2024 15:00
PRD20962,476745.2,34,434,07-10-2024 15:00
PRD52188,415603.12,28,157,08-03-2024 02:00
PRD23135,182934.89,45,65,11-03-2024 12:00
PRD17988,202191.08,42,199,13-03-2024 14:00
PRD48912,113182.07,68,839,10-01-2024 23:00
PRD35360,337044.98,35,323,02-08-2024 13:00
PRD36907,163852.18,52,239,29-08-2024 01:00
PRD35313,416775.14,48,842,04-05-2024 10:00
PRD57916,22471.76,75,756,15-03-2024 19:00
PRD38291,323666.34,54,758,02-03-2024 22:00
PRD55398,402448.01,33,313,14-09-2024 11:00
PRD92259,30441.79,65,300,23-04-2024 17:00
PRD85088,437911.72,50,995,26-07-2024 16:00
PRD94258,463880.41,38,742,14-08-2024 18:00
PRD56067,8419.72,77,688,04-04-2024 09:00
PRD53786,308700.62,44,325,20-04-2024 19:00
PRD75267,14582.62,85,1000,10-06-2024 09:00
PRD20329,128768.64,76,951,18-06-2024 07:00
PRD97743,55850.05,69,616,04-08-2024 08:00
PRD24995,485708.27,20,64,15-03-2024 06:00
PRD67527,55396.57,56,143,16-03-2024 14:00
PRD76880,394795.23,44,628,20-01-2024 16:00
PRD70332,23017.39,76,720,27-02-2024 06:00
PRD86256,421163.74,25,247,20-09-2024 20:00
PRD45527,335413.32,59,921,08-01-2024 11:00
PRD51603,368657.18,54,938,24-10-2024 02:00
PRD18439,115624.18,62,481,09-06-2024 21:00
PRD90144,345669.1,39,387,14-03-2024 14:00
PRD35096,169119.72,47,170,25-06-2024 01:00
PRD61620,124782.15,53,216,09-01-2024 05:00
PRD54690,256935.9,57,738,28-03-2024 20:00
PRD16425,368830.45,55,995,01-05-2024 10:00
PRD71922,218287.25,51,338,29-03-2024 00:00
PRD72412,305040.55,49,625,23-10-2024 09:00
PRD29937,154943.74,54,525,01-05-2024 15:00
PRD98098,47046.55,76,749,14-05-2024 15:00
PRD22075,540376.55,13,109,04-08-2024 13:00
PRD15071,442686.43,21,145,30-03-2024 23:00
PRD47456,365652.73,26,32,11-08-2024 00:00
PRD47723,440541.17,36,522,03-01-2024 07:00
PRD12637,286096.85,56,889,01-04-2024 12:00
PRD98454,240785.64,61,884,25-08-2024 08:00
PRD81616,340290.71,32,228,07-09-2024 15:00
PRD39357,129706.98,75,961,17-02-2024 02:00
PRD50361,281267.03,57,890,21-06-2024 19:00
PRD77762,403736.16,49,732,11-02-2024 17:00
PRD13022,416533.58,38,432,17-02-2024 12:00
PRD91531,582625.05,27,629,22-03-2024 07:00
PRD34968,209495.57,56,660,15-02-2024 13:00
PRD32991,566716.27,31,631,28-09-2024 19:00
PRD88176,157513.15,60,685,24-01-2024 17:00
PRD73199,262170.67,40,153,05-03-2024 21:00
PRD64208,36613.79,68,501,19-08-2024 22:00
PRD32141,297520.39,60,981,20-03-2024 16:00
PRD52467,178660.35,65,690,06-02-2024 13:00
PRD40820,424386.1,45,688,28-09-2024 00:00
PRD68812,185986.45,62,764,23-04-2024 18:00
PRD46934,449209.35,43,898,08-02-2024 10:00
PRD15107,1701.78,80,775,19-07-2024 18:00
PRD19017,253828.12,48,453,03-01-2024 19:00
PRD71029,262362.64,41,119,18-01-2024 04:00
PRD58179,285303.17,51,506,20-09-2024 05:00
PRD86168,261538.98,48,377,06-07-2024 13:00
PRD89263,370789.04,37,258,04-02-2024 20:00
PRD73009,38579.59,64,497,06-03-2024 21:00
PRD29296,375416.27,28,2,02-02-2024 09:00
PRD81366,209747.02,44,288,14-10-2024 20:00
PRD21322,367814.24,42,574,25-01-2024 18:00
PRD78220,131382.17,55,380,07-01-2024 01:00
PRD30908,236237.7,41,170,13-08-2024 18:00
PRD43806,225758.18,45,309,30-01-2024 10:00
PRD52294,139046.12,52,345,09-01-2024 17:00
PRD98404,284629.79,36,245,24-01-2024 06:00
PRD37886,108450.05,67,782,13-08-2024 10:00
PRD94313,252667.25,45,251,29-05-2024 03:00
PRD61670,342508.07,52,937,23-02-2024 08:00
PRD37148,161355.27,48,147,14-01-2024 12:00
PRD31420,136400.09,44,11,24-07-2024 14:00
PRD38578,51752.87,59,245,13-07-2024 17:00
PRD12511,417432.96,27,161,12-03-2024 18:00
