Date,Price,ml_price,Units_Sold,xgb_pred_demand,lgb_pred_demand,xgb_revenue,lgb_revenue
2022-01-01,86.99,92.31,34,32.791225,27.15861452491602,3026.9580197525024,2507.0117067949977
2022-01-01,45.65,43.013400000000004,63,60.596203,64.00115688838302,2606.4487116828923,2752.907361702775
2022-01-01,66.96,66.6672,29,30.289083,25.976863740873206,2019.2883862335202,1731.804770385542
2022-01-01,81.29,83.7012,9,7.6570854,7.450990792918054,640.9072380477905,623.6568705561926
2022-01-01,60.84,66.5244,126,133.12085,130.85983968602247,8855.784647753906,8705.372319208833
2022-01-01,34.62,34.6596,13,13.943684,11.665969825904035,483.2824969436645,404.3378477779035
2022-01-01,19.56,19.390200000000004,25,29.294428,24.85717391541425,568.0248153179169,481.9855736546655
2022-01-01,57.78,59.67,283,271.22693,296.1386742752483,16184.11083618164,17670.594694004067
2022-01-01,91.28,92.667,359,340.67807,344.4717302249261,31569.61471902466,31921.161824753228
2022-01-01,59.9,56.334599999999995,129,114.169685,126.15398299391143,6431.703557093811,7106.834170368802
2022-01-01,85.59,88.5564,250,250.59846,246.37989793968651,22192.097902899168,21818.516793906056
2022-01-01,91.13,95.1966,393,374.7244,382.282431326017,35672.488412640385,36391.98770197031
2022-01-01,11.71,10.2,373,342.9973,359.1067063080306,3498.5726074218746,3662.8884043419116
2022-01-01,58.84,55.4778,160,160.09213,176.08505502802583,8881.559312200929,9768.811465833813
2022-01-01,84.99,82.6404,15,15.166185,14.479089855680057,1253.339626197052,1196.557777309342
2022-01-01,87.1,93.3912,101,102.76834,110.06546438951659,9597.658694018555,10279.145797894222
2022-01-01,28.2,26.142599999999998,4,5.2208986,5.4248796924512614,136.48786447849272,141.82045984787635
2022-01-01,56.16,58.3032,77,72.3225,80.69317590535009,4216.633306549072,4704.670373444807
2022-01-01,89.53,95.472,31,28.95681,32.79989748420573,2764.564564086914,3131.4718126120893
2022-01-01,97.95,95.41080000000001,325,336.98978,341.3693267019513,32152.46417830811,32570.32055609454
2022-01-01,76.37,72.8076,163,178.46385,172.67202483363025,12993.524745684814,12571.835715277017
2022-01-01,67.21,68.73780000000001,147,121.024704,137.30679945660015,8318.97189720154,9438.167319687891
2022-01-01,46.16,46.114200000000004,141,147.21352,160.4524640533765,6788.63353038025,7399.137017850216
2022-01-01,66.53,71.86919999999999,47,43.137737,39.35259221650214,3100.2746677047726,2828.239320526235
2022-01-01,74.86,75.4086,15,17.72819,15.425445810223579,1336.857948345566,1163.2112729248258
2022-01-01,11.04,9.3228,101,104.08629,100.24174256258495,970.3756499816895,934.533717562467
2022-01-01,16.73,19.1658,8,8.487638,10.329142146102631,162.6723814556122,197.9662725437738
2022-01-01,25.55,28.6314,46,43.4691,35.08600485812426,1244.5812170013428,1004.561439494899
2022-01-01,94.26,98.67479999999999,94,96.97371,101.9909157038514,9568.861351336669,10063.933208894396
2022-01-01,66.94,69.8394,63,50.114132,49.778635059737304,3499.9409053367613,3476.5100053910173
2022-01-01,73.98,78.183,17,12.418551,11.05119552921509,970.9196076250078,864.0156200606234
2022-01-01,79.03,84.1602,369,329.4157,378.4372576314065,27723.69207454834,31849.3552897107
2022-01-01,27.72,23.745600000000003,260,257.35797,284.81944859792446,6111.119440722657,6763.208698626876
2022-01-01,27.1,27.948,150,174.31134,167.67837137118227,4871.653339599609,4686.275123081802
2022-01-01,88.22,92.9832,106,113.02446,113.1131103278253,10509.375954089355,10517.618960234246
2022-01-01,97.08,96.77759999999999,70,54.45369,51.170538582576704,5269.897388232422,4952.161914729175
2022-01-01,95.85,97.614,370,368.78012,375.3415537650534,35998.10271661377,36638.59042922192
2022-01-01,15.62,16.4118,271,269.3913,263.0787260653748,4421.19607803955,4317.595436439718
2022-01-01,41.13,45.951,180,168.02979,179.23998223020965,7721.136657714844,8236.256423460363
2022-01-01,89.32,94.86,344,341.5698,347.849444799227,32401.310630493164,32996.99833365467
2022-01-01,87.23,92.1672,0,4.195148,8.194761876120207,386.65504393272397,755.2882567887464
2022-01-01,81.72,86.9244,200,188.68542,178.1855341583527,16401.36733989258,15488.670645394315
2022-01-01,41.35,40.6572,382,391.95993,394.60784434612367,15935.993283068849,16043.65004914922
2022-01-01,67.26,66.07560000000001,190,195.23157,196.08036567827273,12900.042953759767,12956.127810411279
2022-01-01,20.46,22.44,182,183.47404,184.8473988986526,4117.157565307617,4147.975631285765
2022-01-01,26.71,25.3062,249,226.24619,274.55291400057604,5725.431214508057,6947.890952281377
2022-01-01,48.96,51.0306,107,101.337616,101.51122115046468,5171.319345355225,5180.178522040903
2022-01-01,98.18,101.5716,347,338.54263,347.2601807172183,34386.31690777588,35271.772171737015
2022-01-01,98.31,104.4684,371,375.7003,358.6367711345182,39248.80784835205,37466.2096615893
2022-01-01,60.54,66.5754,181,171.46819,178.11197402764603,11415.563031930542,11857.875915680146
2022-01-01,56.19,59.007000000000005,232,229.60477,245.6344348802443,13548.288477264405,14494.151098978577
2022-01-01,87.81,87.159,97,96.27776,92.46286297854924,8391.473577278139,8058.9706743473735
2022-01-01,71.2,75.327,172,165.55443,167.5611411022822,12470.718405532836,12621.87807581161
2022-01-01,11.5,9.4452,68,67.996086,60.741192782899205,642.2366326263427,573.7127140730396
2022-01-01,70.33,71.6958,77,76.00921,72.7120365423978,5449.541023622131,5213.147629536445
2022-01-01,36.17,41.7486,64,58.46289,55.78758839957568,2440.7438355468753,2329.0537130585253
2022-01-01,50.77,55.794000000000004,300,302.00287,301.0834156339871,16849.94805358887,16798.64809188268
2022-01-01,92.86,98.226,21,22.343195,23.29517549583846,2194.682668292999,2288.1919082542286
2022-01-01,60.76,62.373,176,167.1116,181.6347129244338,10423.252000396727,11329.10194923571
2022-01-01,57.15,61.9242,298,316.9908,298.73958334215985,19629.40257723999,18499.209706796573
2022-01-01,34.08,31.048800000000004,317,310.2832,313.75648892676844,9633.921117187501,9741.76247338945
2022-01-01,37.04,37.6074,8,12.813776,12.179635641934569,481.89280015296936,458.0444294404901
2022-01-01,90.38,91.3104,175,184.15854,178.85174420930724,16815.589842919922,16331.024304449527
2022-01-01,54.12,54.0906,104,107.45994,96.61313027683659,5812.572525050355,5225.8621845522575
2022-01-01,67.64,64.8006,87,74.86346,77.46792313119899,4851.196913923645,5019.967899655573
2022-01-01,82.18,88.8318,238,237.85081,239.7347746625219,21128.716011868288,21296.071555866212
2022-01-01,42.62,42.8502,171,179.916,174.17214912445064,7709.436598892212,7463.311424412535
2022-01-01,11.54,11.4954,250,253.70787,271.33871203857336,2916.4734543548584,3119.1470303682163
2022-01-01,46.47,51.85680000000001,131,133.91313,129.43295710171728,6944.3064886596685,6711.978969832334
2022-01-01,16.3,18.3396,11,16.789831,18.07627587476896,307.9187875694275,331.51166903291283
2022-01-02,16.48,21.8484,79,70.27657,69.71175143096983,1535.430681491089,1523.0902299644013
2022-01-02,99.76,97.5222,54,53.800995,58.05015369902382,5246.791382208252,5661.178699066941
2022-01-02,58.89,62.7912,74,76.482445,68.5820618585323,4802.424485614014,4306.349962571474
2022-01-02,17.1,17.34,56,48.068466,44.86169717504935,833.5072036743164,777.9018290153557
2022-01-02,47.56,47.7564,58,45.819794,50.38499043913379,2188.1883959106444,2406.205757407449
2022-01-02,19.78,19.1352,163,153.01578,149.60844987582473,2927.9875072998047,2862.7876100638814
2022-01-02,49.56,51.4692,116,117.626175,109.8415394082264,6054.125122540283,5653.456160109886
2022-01-02,70.99,74.38860000000001,464,448.07016,466.4283737769214,33331.31189763794,34696.9537255419
2022-01-02,11.44,12.964200000000002,39,38.095272,38.49264899071098,493.8747260948182,499.0264000453754
2022-01-02,23.76,19.573800000000002,200,202.8833,201.88316632064144,3971.197152832032,3951.620720926972
2022-01-02,57.84,62.2098,56,52.36858,50.52332474848124,3257.8388796546938,3143.045927938068
2022-01-02,66.57,65.1984,343,350.42462,345.7418093688835,22847.12464775391,22541.812783956215
2022-01-02,35.51,31.6812,31,25.106377,26.65991519351301,795.4001398590088,844.6181052287244
2022-01-02,31.41,29.172,25,21.081926,22.823848996215112,615.0019553604126,665.8173229175873
2022-01-02,28.06,30.8958,198,202.03015,211.60427527053764,6241.883150610352,6537.683367903477
2022-01-02,35.67,38.78040000000001,77,73.968864,72.28972275490308,2868.542150564576,2803.424364324244
2022-01-02,28.18,28.05,165,169.7523,174.87253700101425,4761.552129364014,4905.174662878449
2022-01-02,74.42,71.0634,42,32.42864,32.223396087195255,2304.489306214142,2289.9040855027915
2022-01-02,91.95,89.1786,8,12.61766,13.417832425960928,1125.2252156209945,1196.5835107817993
2022-01-02,97.88,101.49,174,174.51544,160.03976936246278,17711.572197875976,16242.436192596346
2022-01-02,90.36,88.4646,71,62.43349,60.785830006583794,5523.153786083221,5377.394137200433
2022-01-02,53.84,54.8658,12,15.099018,14.308627360852023,828.4197071022033,785.0542870550349
2022-01-02,92.24,91.36139999999999,157,164.31606,151.45459059781854,15012.144854489134,13837.103433443537
2022-01-02,68.71,70.72680000000001,88,90.56035,83.02500071529425,6405.043657049561,5872.092620590474
2022-01-02,17.41,13.8414,247,241.64883,243.56196822817577,3344.758174090576,3371.2386270334723
2022-01-02,79.38,78.82560000000001,273,263.047,270.2125305152556,20734.83737226563,21299.664845383333
2022-01-02,88.97,93.3606,140,148.98543,152.06769978612675,13909.36893593445,14197.131692652665
2022-01-02,46.04,42.228,176,178.19322,163.51978481695429,7524.7433805542,6905.113473250346
2022-01-02,14.8,14.2188,42,32.350952,38.81376703674865,459.9917184082031,551.8851907421217
2022-01-02,30.5,29.4372,197,183.61652,207.19607750257956,5405.156108129883,6099.272372658935
2022-01-02,27.84,32.64,374,351.88333,375.4061750350532,11485.47193359375,12253.257553144136
2022-01-02,88.62,88.026,154,154.48116,154.2732069421709,13598.35818484497,13580.053314291536
2022-01-02,82.35,84.7926,236,221.71509,239.7412879822173,18799.79876147461,20328.287135360955
2022-01-02,92.57,99.0318,278,274.37665,288.04655456105127,27172.013324377443,28525.768781979117
2022-01-02,94.38,91.2594,27,28.76544,25.343313165709016,2625.1167939662932,2312.8155535147052
2022-01-02,70.59,76.77539999999999,106,98.00643,94.91114828118545,7524.482987095641,7286.841373747325
2022-01-02,27.95,31.5078,81,81.97762,80.93856087769552,2582.9345495132447,2550.195988422255
2022-01-02,63.13,68.5746,154,154.0164,153.9113632226684,10561.61324275818,10554.410168449196
2022-01-02,21.07,22.1442,124,112.61123,98.95389371671853,2493.685575956726,2191.2548132417587
2022-01-02,79.11,81.66120000000001,479,451.75977,434.94624602124617,36891.24457265625,35518.23238559019
2022-01-02,64.99,66.70800000000001,78,68.00622,67.5619331699517,4536.558787445069,4506.921437901139
2022-01-02,73.48,74.001,114,131.9228,132.45269068621855,9762.419550979615,9801.631563470859
2022-01-02,87.5,93.024,2,3.1961055,3.9812352554229564,297.3145161895752,370.3504284004651
2022-01-02,88.68,89.1276,7,11.842125,10.86410940065817,1055.460174710083,968.2919970181011
2022-01-02,82.36,87.567,54,45.365524,50.832521904664794,3972.5228656768795,4451.251445625781
2022-01-02,38.56,37.3014,282,283.79623,286.80861385895156,10585.996847808838,10698.362828998295
2022-01-02,97.74,99.6438,93,75.252716,76.59825300241725,7498.466588983154,7632.541002522264
2022-01-02,37.68,37.4544,85,72.61811,69.54663864713692,2719.867763781738,2604.827622545325
2022-01-02,36.03,38.2398,136,119.7288,132.84008231412056,4578.405286418152,5079.778179675508
2022-01-02,87.22,92.40180000000001,64,59.509327,57.750060441306125,5498.768925565339,5336.209534885481
2022-01-02,76.83,77.3772,203,208.4141,211.48633780576398,16126.498958239747,16364.220657664162
2022-01-02,78.08,75.1638,90,89.56331,87.94199316526641,6731.918623654175,6610.054385875451
2022-01-02,92.19,99.0114,90,86.15828,80.7722620947634,8530.65186686096,7997.374751169457
2022-01-02,66.51,72.2568,368,387.5148,384.61930441492245,28000.579474731443,27791.360155248167
2022-01-02,89.65,86.68979999999999,286,300.24817,296.0249209548185,26028.453716235348,25662.341192589025
2022-01-02,86.7,92.871,69,69.30258,62.87198576124413,6436.200073150634,5838.984189632503
2022-01-02,29.69,25.7754,52,51.96684,46.56969985617868,1339.466057750702,1200.352641672948
2022-01-02,86.93,84.24180000000001,109,114.059135,121.43117064147582,9608.546875657656,10229.580390945079
2022-01-02,59.33,56.0796,50,58.100864,58.60232420872939,3258.2732357894897,3286.394900695861
2022-01-02,57.07,54.406800000000004,0,1.0652721,2.95276726178333,57.95804569959641,160.65061785839328
2022-01-02,74.16,71.1348,22,19.225485,21.79534326887998,1367.601019567108,1550.4073843631236
2022-01-02,59.38,63.647999999999996,45,47.816433,44.67034798221569,3043.420324584961,2843.178308372064
2022-01-02,48.18,50.6328,89,91.00623,98.87647418751698,4607.900405145264,5006.39274224171
2022-01-02,39.14,36.006,203,215.91273,220.54729128779334,7774.1539358825685,7941.025770108287
2022-01-02,92.01,89.56620000000001,206,202.70216,206.4143715756602,18155.262534054567,18487.750887419897
2022-01-02,60.89,60.6084,4,7.2317123,11.091234005300024,438.3025142669678,672.2219470868259
2022-01-02,85.35,82.40580000000001,184,183.97745,187.50209739281462,15160.808744000247,15451.260337332806
2022-01-02,37.39,39.4842,155,165.24315,157.22435851463598,6524.493535995483,6207.87801646359
2022-01-02,92.12,89.1174,328,341.62057,342.2818926665505,30444.337426153565,30503.27234152205
2022-01-02,82.64,79.917,16,16.669336,15.213579647667654,1332.1633506031037,1215.8236447026559
2022-01-02,12.4,8.731200000000001,90,78.17561,77.4485499632776,682.5669157470704,676.2187794393694
2022-01-02,98.75,104.754,27,25.660074,25.636333370123186,2687.9954163093566,2685.5084658538844
2022-01-02,33.09,29.121000000000002,115,114.71377,116.08063395597061,3340.5796380844117,3380.3841414318204
2022-01-02,58.37,59.262,106,113.95856,104.033930855321,6753.4120125732425,6165.258810348033
2022-01-02,94.75,91.902,209,200.43738,224.21049244596708,18420.59590649414,20605.39267676927
2022-01-02,61.41,62.5464,178,183.27948,182.83376754721826,11463.47166665039,11435.593958515332
2022-01-02,14.71,17.187,47,43.72055,39.56004779571853,751.4251020812989,679.9185414650144
2022-01-02,89.33,91.4226,27,32.309803,34.95889630816318,2953.846196573639,3196.0331936226794
2022-01-02,93.95,100.8678,183,173.60481,182.71354757483826,17511.135518600466,18429.913574069273
2022-01-02,73.05,76.041,84,83.70819,88.2560769093081,6365.254545593261,6711.0803442606975
2022-01-02,67.49,66.5448,67,57.589596,54.94956659594845,3832.2881342376704,3656.60791921407
2022-01-02,66.05,66.4632,15,13.647343,15.225338298820787,907.0460661346435,1011.9247044221858
2022-01-02,80.88,86.6694,333,337.6199,345.0817362056281,29261.31446998901,29908.02702790006
2022-01-02,60.5,66.1776,56,50.808247,48.38577745962636,3362.367821026611,3202.0546264121695
2022-01-02,71.72,76.6734,165,164.45848,158.158326638448,12609.590884451294,12126.536641680379
2022-01-02,69.21,72.5934,54,51.45365,46.26223416444394,3735.1954995895385,3358.3328695931446
2022-01-02,70.69,72.79740000000001,93,86.67373,90.57637956255284,6309.622115345765,6593.724933566986
2022-01-02,63.54,62.271,250,246.95363,252.24876315551057,15378.049402816772,15707.7827304568
2022-01-02,43.09,47.96040000000001,83,76.32584,68.52856537166174,3660.617999514771,3286.657406651046
2022-01-02,59.49,58.701,67,59.659145,61.32025389533363,3502.05149149704,3599.5602239099794
2022-01-02,25.67,28.335600000000003,16,15.345758,15.080759632529208,434.8312727989197,427.3223726434947
2022-01-02,38.59,34.547399999999996,87,85.684326,93.41742214412889,2960.170689990234,3227.329049782078
2022-01-02,57.99,56.508,241,239.3092,279.22884989916264,13522.884505371094,15778.663850101882
2022-01-02,14.65,13.382399999999999,286,288.41122,296.453259941053,3859.634368945312,3967.256105835147
2022-01-02,63.26,62.2404,60,70.2121,63.97612891201621,4370.029012573243,3981.899853935454
2022-01-02,43.64,39.912600000000005,437,453.3225,435.8643333656162,18093.280003271488,17396.478791888494
2022-01-02,84.85,85.9758,377,393.55927,383.76466784971416,33836.572667541506,32994.47433011346
2022-01-02,47.05,48.8478,83,83.012924,70.9620904362261,4054.998718460083,3466.3420012106853
2022-01-02,27.86,32.415600000000005,1,3.7708435,4.023485861071723,122.23415474853518,130.42370827815657
2022-01-02,96.47,95.217,256,256.8643,259.47653111026983,24457.846941925047,24706.57686272656
2022-01-03,61.42,67.1772,217,216.42346,230.6872101662009,14538.72218569336,15496.920854776912
2022-01-03,53.94,52.4994,177,178.79971,176.6072548278237,9386.877659747315,9271.774914107848
2022-01-03,87.85,93.73800000000001,140,120.37152,115.09433856404493,11283.385635131837,10788.713108316446
2022-01-03,26.03,29.9676,176,175.5622,173.0457762043409,5261.177629614258,5185.766602981207
2022-01-03,95.54,93.11580000000001,165,160.6137,166.55931095253055,14955.672536746217,15509.303486793646
2022-01-03,10.19,7.976400000000001,214,223.97073,226.03516148131757,1786.4801598266604,1802.9468620395817
2022-01-03,99.14,104.7132,47,45.054783,42.367527669269016,4717.8304893539425,4436.4393983377
2022-01-03,54.02,53.968199999999996,199,205.74088,203.58440910826198,11103.46470335083,10987.084107636503
2022-01-03,57.65,59.1702,9,10.107075,10.005896671941672,598.0376336357117,592.0509072581232
2022-01-03,60.52,63.9744,3,4.9028926,6.1772176594603945,313.6596116821289,395.1837934333831
2022-01-03,52.17,53.4786,228,231.70929,230.83695586750795,12391.48841217041,12344.83722805611
2022-01-03,27.28,29.1822,11,18.531397,19.879186634424705,540.786929618454,580.1184002031086
2022-01-03,32.28,30.702,242,257.0905,245.0684999420019,7893.19299572754,7524.093085219342
2022-01-03,93.61,96.033,31,21.589071,23.87027371095885,2073.263281637192,2292.3339952845113
2022-01-03,98.25,102.3468,16,15.565714,14.465785341051173,1593.1010055839538,1480.5268391434963
2022-01-03,78.53,76.98960000000001,20,17.753395,15.885720173181845,1366.8267858947756,1223.0352418452012
2022-01-03,56.91,55.284000000000006,193,198.06209,186.11798014863126,10949.664473693849,10289.346414536933
2022-01-03,35.32,38.3112,118,121.0076,123.22248335113446,4635.946322094726,4720.801204161982
2022-01-03,48.08,50.388,96,101.810196,93.23235089908478,5130.012152160644,4697.791697103084
2022-01-03,86.93,84.7722,2,8.622434,8.982147498774095,730.9426709169387,761.4364041955773
2022-01-03,46.95,44.349599999999995,48,43.304867,46.35053181002658,1920.553520223999,2055.627545561955
2022-01-03,83.11,86.86319999999999,18,12.769275,13.071651088548208,1109.180063129425,1135.4454428347806
2022-01-03,29.74,32.3034,313,318.9245,340.27659042241385,10302.345677526857,10992.090811051405
2022-01-03,29.88,26.244600000000002,213,215.50755,205.14230134351592,5655.909528103638,5383.877641840038
2022-01-03,27.64,27.733800000000002,352,378.08243,355.6153909616648,10485.662441070557,9862.56612985262
2022-01-03,94.45,101.24520000000001,130,136.14943,132.48921683487814,13784.476201519778,13413.897256290606
2022-01-03,20.57,22.6848,234,227.7826,238.96786156069635,5167.202560546875,5420.938145932084
2022-01-03,58.55,64.71900000000001,11,15.053682,17.499428238022404,974.2592665386201,1132.5454961365722
2022-01-03,58.59,62.1996,191,200.14453,187.64086997030353,12448.9097859375,11671.18705580489
2022-01-03,95.48,93.5952,185,209.4617,207.106970639237,19604.609744970705,19384.218338373517
2022-01-03,37.81,37.8828,143,153.99985,146.58085670702934,5833.945419543457,5552.8932784610515
2022-01-03,48.7,52.3566,85,84.609985,87.16033574666585,4429.891159057617,4563.418834553885
2022-01-03,65.89,65.8104,270,263.65848,258.43519573376346,17351.469886303712,17007.723605317267
2022-01-03,60.54,56.9466,265,290.8823,292.62126933009694,16564.757626483155,16663.7863760333
2022-01-03,20.37,23.766000000000002,233,256.8347,239.02427259222335,6103.93315411377,5680.650862426781
2022-01-03,62.7,59.3844,5,5.8348117,8.374110617791885,346.49679117336274,497.29153457120043
2022-01-03,46.25,50.184000000000005,187,202.43494,194.70815407887326,10158.994854492188,9771.234004294176
2022-01-03,17.36,17.6664,353,352.25085,362.06172359702015,6223.004495800781,6396.327233754397
2022-01-03,73.98,74.97,55,56.669807,50.42035100694282,4248.53546333313,3780.0137149905036
2022-01-03,45.02,47.950199999999995,22,20.373762,21.55539385012976,976.9259689212798,1033.5854461924919
2022-01-03,82.88,88.4748,100,87.01931,81.58512049573946,7699.016048171998,7218.2272188364495
2022-01-03,42.7,41.1876,255,267.19104,252.60252208780264,11004.957680712892,10404.091638743581
2022-01-03,89.67,90.76979999999999,154,159.32497,154.4999961469819,14461.89533791809,14023.933750262317
2022-01-03,65.77,62.281200000000005,147,137.09216,132.3928779753162,8538.264427587892,8245.587311756264
2022-01-03,95.74,96.17580000000001,342,344.31683,359.73879573504655,33114.946914953616,34598.166470854696
2022-01-03,98.9,99.5724,54,50.518833,43.25690608597373,5030.281462980652,4307.193955555011
2022-01-03,41.11,37.638,289,287.7497,286.2489912309438,10830.323013793944,10773.839531950262
2022-01-03,71.74,77.6934,39,39.914555,41.35781846040597,3101.0974560447694,3213.229532771705
2022-01-03,42.07,38.413199999999996,179,190.10889,190.7160323543303,7302.690687304686,7326.01309403336
2022-01-03,95.89,98.1138,175,188.6243,200.26501104601232,18506.646658502195,19648.761240766242
2022-01-03,84.12,90.8412,209,207.61209,229.57377028323089,18859.731486804198,20854.756781053035
2022-01-03,73.48,78.54,85,63.40616,57.73753409262522,4979.919684448242,4534.7059276347845
2022-01-03,44.68,43.400999999999996,98,95.87458,98.60875229754554,4161.052663215637,4279.718458465773
2022-01-03,60.58,59.180400000000006,165,166.19537,171.9392818379931,9835.508683959963,10175.435474885167
2022-01-03,49.23,48.705,43,40.32721,35.29700932153145,1964.1367373657226,1719.140839005189
2022-01-03,21.87,25.5,58,63.328537,56.23538737905721,1614.8776931762695,1434.0023781659588
2022-01-03,60.83,61.546800000000005,399,406.71936,400.8245156258569,25032.27512768555,24669.46629832149
2022-01-03,56.78,61.965,95,100.827774,84.51739023924586,6247.7930188751225,5237.120086174869
2022-01-03,76.12,79.101,296,306.44034,295.48412597769567,24239.737186798095,23373.089848961707
2022-01-03,46.24,48.796800000000005,103,108.49475,100.3016014238994,5294.196664453126,4894.397184361735
2022-01-03,16.35,19.9818,131,128.25397,133.35644020447955,2562.745123498535,2664.7017168778693
2022-01-03,16.18,18.717000000000002,79,66.119705,69.66855402320333,1237.562522232056,1303.986325652297
2022-01-03,83.63,81.498,66,58.54807,58.68691042468309,4771.550527381897,4782.865825790823
2022-01-03,98.9,98.481,105,105.917,110.57138325640331,10430.81205896759,10889.180394473853
2022-01-03,60.11,63.546,150,152.92033,164.55679889875543,9717.475535614014,10456.926342820312
2022-01-03,30.82,35.965199999999996,69,57.451355,62.60241422700494,2066.2494721435546,2251.5083481570778
2022-01-03,24.63,28.5294,15,26.010098,26.295420424360096,742.0524757209778,750.1925674547389
2022-01-03,74.42,77.1222,192,193.51823,210.6731436788315,14924.551965701296,16247.576321427581
2022-01-03,29.49,32.3136,239,242.9325,263.5778282150484,7850.02347421875,8517.148509809787
2022-01-03,23.73,22.2768,143,144.56306,146.49963837774285,3220.402476928711,3263.543144213302
2022-01-03,58.3,60.3024,23,18.927263,20.42910010177471,1141.3594000030516,1231.9237659772593
2022-01-03,63.1,66.4734,209,201.18085,204.60487096878663,13373.174926135254,13600.78142985654
2022-01-03,11.36,15.952800000000002,303,310.7908,319.44376635313057,4957.983506176758,5096.022515878222
2022-01-03,81.57,79.2132,163,160.04689,164.48868013203187,12677.82632744751,13029.674717034668
2022-01-03,97.09,97.0734,177,179.86157,183.11819768431312,17459.774349169922,17775.9060510884
2022-01-03,36.31,35.516400000000004,36,35.91817,31.54159719794466,1275.6841259811404,1120.243982721082
2022-01-03,66.76,63.7806,91,73.131744,66.11209299402651,4664.386535906982,4216.668958414807
2022-01-03,46.93,47.7666,270,288.00385,292.81643205984517,13756.964472839354,13986.8453836298
2022-01-03,52.72,56.854800000000004,349,351.84296,355.6776019170667,20003.960925659183,20221.978921474445
2022-01-03,80.41,78.438,1,2.0908463,3.405936883614511,164.00180208921432,267.154877276955
2022-01-03,95.33,99.36840000000001,149,161.5322,160.12434727615002,16051.195869470217,15911.300189875386
2022-01-03,36.3,35.6592,3,3.165372,4.357663798187148,112.87462947235107,155.39080491231513
2022-01-03,82.08,85.8126,59,56.093983,55.61509781601506,4813.570499544526,4772.476142846574
2022-01-03,46.4,50.4084,15,13.745142,16.765582723506597,692.8706151374816,845.12620015961
2022-01-03,60.35,62.0262,66,60.22916,61.07884642533785,3735.785943148041,3788.4887441472906
2022-01-03,40.61,45.2574,62,62.504402,55.019566610213026,2828.7867303451535,2490.042533905055
2022-01-03,63.61,65.0862,77,78.46193,77.9586499282764,5106.788824191284,5074.032280961784
2022-01-03,71.21,76.2042,109,111.84741,107.90229479859062,8523.242561865234,8222.60805329076
2022-01-03,59.76,58.2828,351,355.11313,350.49584059215897,20696.987455187988,20427.878978064684
2022-01-03,38.52,40.3614,33,24.157314,27.132281596813893,975.0230254096986,1095.0968704416443
2022-01-03,74.14,71.0634,40,30.729013,31.802115396080474,2183.7081739048003,2259.9664472378254
2022-01-03,46.94,47.5116,72,65.4939,53.527068963596776,3111.7198122070313,2543.1566897708244
2022-01-03,59.93,65.96340000000001,207,220.09648,225.8024272624082,14518.312236117556,14894.69583048114
2022-01-03,23.04,19.7166,190,203.24626,185.6159399199453,4007.3252413970945,3659.7152410255935
2022-01-03,28.02,24.194399999999998,263,269.78537,281.51736510734344,6527.2951528564445,6811.143738353109
