Actual_Revenue,Predicted_Revenue,Error,Error_Percent
2293.92,2415.6909446284435,-121.77094462844343,-5.3084215939720405
1261.09,1273.1898562276867,-12.099856227686814,-0.9594760269042506
1140.8,1121.8851073254102,18.914892674589737,1.6580375766645985
890.38,883.242241984137,7.137758015863028,0.8016530038705977
546.48,526.8715005799934,19.608499420006638,3.5881458461438
533.93,566.3967172012283,-32.466717201228334,-6.080706684626887
1263.64,1211.0723873130603,52.56761268693981,4.160014932017015
1296.5,1216.0986223958005,80.40137760419952,6.201417478148826
175.59,167.52045008035955,8.069549919640451,4.595677384612137
652.8,637.2359272718833,15.564072728116685,2.3842023174198355
527.62,525.2155789035604,2.4044210964395916,0.4557107570675091
793.63,810.524043556903,-16.894043556903057,-2.1287052602476035
1688.16,1673.7680153983913,14.391984601608783,0.8525249147953264
2325.21,2182.125130489965,143.08486951003488,6.1536321239817
539.06,535.0140537084677,4.045946291532232,0.7505558363692784
536.86,543.5628815206192,-6.702881520619144,-1.2485343517153715
478.65,527.9467312606351,-49.29673126063517,-10.299118617076187
44.17,40.09391983193712,4.07608016806288,9.228164292648586
1231.38,1211.2432968934318,20.136703106568348,1.6352956119612423
248.24,278.6705977332817,-30.430597733281672,-12.258539209346468
1493.28,1515.1724385961322,-21.89243859613225,-1.466063872557876
1534.22,1693.708926047255,-159.48892604725506,-10.395440422315904
767.82,756.0420161052195,11.777983894780505,1.53395117277233
2002.23,2046.6417642125816,-44.4117642125816,-2.218115012390265
74.82,72.08838127702172,2.7316187229782685,3.6509205065200065
90.6,87.7402420256537,2.8597579743462944,3.156465755349111
215.4,211.43458893704448,3.965411062955525,1.840952211214264
367.27,375.1212226112162,-7.851222611216201,-2.1377250010118445
529.4,524.0218113856738,5.378188614326177,1.015902647209327
271.36,277.8368826822824,-6.476882682282394,-2.386822922421283
418.94,402.3706142579136,16.56938574208641,3.9550736960152792
206.19,189.57476944895163,16.61523055104837,8.058213565666799
1198.31,1185.3532867209294,12.956713279070527,1.0812488654079937
1342.25,1304.4736915766075,37.77630842339249,2.8144018195859557
281.84,282.64134695185925,-0.8013469518592728,-0.284326905996052
365.22,402.54954404844,-37.32954404843997,-10.221111671989478
401.48,405.6719311853222,-4.191931185322176,-1.0441195539808148
86.15,83.42129724757281,2.7287027524271963,3.167385667356003
329.76,314.8531967054025,14.906803294597466,4.520500756488801
1827.61,1829.1746291050276,-1.5646291050277341,-0.08561066666453643
400.17,440.8437633831969,-40.6737633831969,-10.164121094334131
1062.52,1152.0709728458926,-89.5509728458926,-8.428168208211854
170.88,168.03848407632225,2.841515923677747,1.6628721463469962
2162.95,2186.486249034027,-23.53624903402715,-1.088155021337856
443.75,447.9590041885384,-4.209004188538415,-0.9485079861495019
1373.55,1348.1032404257585,25.44675957424147,1.8526271030717099
1935.94,2119.887818460135,-183.94781846013484,-9.501731379078631
930.11,998.6093898529323,-68.49938985293227,-7.364654702447266
2250.23,2193.975696528423,56.254303471576804,2.4999357164190683
160.31,162.588250432598,-2.2782504325979858,-1.4211530363657825
1433.32,1308.1557555441652,125.1642444558347,8.732470380364099
80.62,64.99572199940562,15.624278000594387,19.38015132795136
48.04,46.06924382826657,1.9707561717334272,4.102323421593312
660.8,716.2752527121594,-55.47525271215943,-8.3951653620096
1316.75,1278.6393730254556,38.1106269745444,2.8942948148505336
2014.72,1978.305875914123,36.41412408587712,1.807403712966423
1852.09,1850.2373063837806,1.8526936162193124,0.10003259108462938
459.28,474.513186543233,-15.233186543233046,-3.316753732632174
1623.95,1664.0218757417852,-40.07187574178511,-2.4675560049130274
116.96,105.1996878675768,11.760312132423195,10.054986433330365
1457.64,1472.95113295511,-15.311132955109997,-1.0504056526378254
127.78,124.8841536739574,2.8958463260426015,2.266275102553296
610.97,652.7730470927534,-41.80304709275333,-6.8420785133072535
38.0,43.765675002223546,-5.765675002223546,-15.172828953219858
2343.91,2410.819310539315,-66.90931053931536,-2.854602375488622
1131.74,1129.5672283492881,2.1727716507118657,0.19198505405056512
1123.6,1111.7855544824915,11.814445517508375,1.0514814451324648
1471.44,1487.3705072729445,-15.930507272944396,-1.0826474251715594
2318.34,2332.212896171993,-13.872896171993034,-0.5983978265480057
953.2,963.7345309986645,-10.534530998664422,-1.10517530409824
1239.15,1278.368345472203,-39.21834547220283,-3.164939310995668
1652.22,1572.1205675465437,80.0994324534563,4.847988309877396
110.79,117.68429944921225,-6.894299449212241,-6.222853551053562
603.37,628.5090552866466,-25.139055286646567,-4.166441037281696
2153.88,2172.1372948782528,-18.25729487825265,-0.8476467991834572
2411.54,2417.8747520828397,-6.334752082839714,-0.2626849267621401
2531.54,2463.7910436258867,67.74895637411328,2.676195374124575
726.66,715.6464559011253,11.013544098874718,1.5156392396546827
2132.02,2042.713834954554,89.30616504544605,4.188805219718673
75.12,77.88198273273224,-2.7619827327322355,-3.676760826320867
1498.62,1526.3673909959432,-27.747390995943306,-1.8515294735118513
195.74,218.2812178639722,-22.54121786397218,-11.51589754979676
363.35,387.1492671622878,-23.799267162287777,-6.54995656042047
1053.96,1096.0233652352588,-42.06336523525874,-3.9909830767067764
850.98,860.8175398794843,-9.837539879484325,-1.15602480428263
1996.32,2095.3504577141084,-99.03045771410848,-4.960650482593397
168.9,160.4549619578822,8.445038042117801,5.000022523456365
623.39,600.4086555028151,22.981344497184864,3.68651157336256
134.77,134.87156502512929,-0.10156502512927545,-0.0753617460334462
987.92,1038.9025670837984,-50.98256708379847,-5.160596716717798
1632.38,1634.8359135518645,-2.4559135518643416,-0.15044986779207914
554.97,582.3038085498545,-27.33380854985444,-4.925276780700657
262.64,274.3358562862272,-11.69585628622724,-4.453189265240344
1541.26,1483.0306387397789,58.22936126022114,3.7780362340047198
2668.43,2836.598849246583,-168.16884924658325,-6.302164540444504
568.89,595.3370298539921,-26.44702985399215,-4.648882886672669
1026.61,1011.0580084391287,15.551991560871215,1.5148879867594527
484.02,470.10507825971507,13.91492174028491,2.87486503456157
937.14,905.2676623480368,31.87233765196322,3.401022008660736
1153.22,1282.242241999616,-129.02224199961597,-11.187998994087508
52.69,53.74950572335064,-1.0595057233506395,-2.0108288543379
1459.14,1487.2657101269697,-28.12571012696958,-1.927553910314951
2352.92,2361.424983470746,-8.504983470746083,-0.3614650506921647
501.6,509.5212309858787,-7.921230985878651,-1.579192780278838
367.73,349.293153719077,18.43684628092302,5.013691099698969
1696.72,1707.3512331658635,-10.631233165863478,-0.6265755791093096
1313.56,1393.7874465769867,-80.22744657698672,-6.107634716113974
931.22,887.8368903031147,43.3831096968853,4.658739040923229
1154.2,1173.915252499389,-19.715252499388953,-1.7081313896542154
69.61,72.99079507044716,-3.3807950704471637,-4.8567663704168424
1146.69,1151.6706562168006,-4.980656216800526,-0.43435071525874697
1130.21,1150.7658296209406,-20.555829620940585,-1.8187619664434562
532.03,539.197569792807,-7.167569792807058,-1.3472115844608497
300.24,269.3756278798025,30.864372120197515,10.279900119969861
1135.47,1194.35459121989,-58.8845912198899,-5.185922236597171
135.3,140.25496699009008,-4.954966990090071,-3.662207679297909
2096.96,2151.5838335595163,-54.62383355951624,-2.604905842720712
1410.84,1307.10831634272,103.73168365727997,7.352476798026706
574.73,598.2723570491869,-23.542357049186876,-4.096246419916635
512.59,519.3134460357028,-6.72344603570275,-1.3116615688372286
276.01,271.4257337352033,4.584266264796668,1.6609058602212485
288.04,274.808959797768,13.231040202232009,4.593473198941816
554.61,532.7204919706637,21.889508029336298,3.9468289481502854
787.92,775.5215720833874,12.398427916612604,1.5735643106676571
479.13,513.5208154324612,-34.39081543246118,-7.177762910371127
1720.08,1684.0404236857164,36.03957631428352,2.095226751911744
2410.4,2602.8187052798235,-192.41870527982337,-7.982853687347467
1363.88,1333.4340438429876,30.44595615701246,2.2323046130900415
1255.36,1286.9786142788116,-31.61861427881172,-2.5186890038564016
986.19,935.6224811089761,50.56751889102395,5.127563541612058
260.94,255.06657821530615,5.873421784693846,2.25087061573306
2316.48,2237.430254297864,79.04974570213608,3.412494202502766
1182.21,1243.1426748402328,-60.93267484023272,-5.154132923950289
1981.74,2038.265558792623,-56.52555879262309,-2.8523196177411307
1045.09,1044.7202720065034,0.3697279934965536,0.03537762235755328
241.31,255.0972592007698,-13.787259200769796,-5.713505118217147
187.95,190.5881921754206,-2.6381921754206132,-1.4036670260285253
281.37,296.5058053705311,-15.135805370531102,-5.379324508842841
1972.37,1925.9224606317953,46.447539368204616,2.354910050761501
398.54,437.3563793644884,-38.8163793644884,-9.739644543706628
29.3,35.73471922712755,-6.434719227127548,-21.961499068694703
2026.17,2220.4986481728074,-194.32864817280733,-9.590935023853246
2095.3,2184.776577326232,-89.47657732623202,-4.270346839413545
422.36,435.8761558363341,-13.516155836334065,-3.200150543691179
319.65,309.57625885759205,10.073741142407926,3.151491050338785
1461.9,1329.1628158460276,132.73718415397252,9.079771814349307
117.47,119.53666211296184,-2.0666621129618363,-1.7593105584079651
601.77,631.9105855701221,-30.140585570122084,-5.008655394938612
262.21,265.4826532302794,-3.2726532302794453,-1.2481038977458698
559.07,571.0716169974743,-12.00161699747423,-2.1467109659746058
65.26,71.38217340440514,-6.122173404405132,-9.381203500467562
39.43,40.350313011040356,-0.9203130110403563,-2.334042635151804
647.49,642.7341175308591,4.755882469140943,0.7345105668258881
613.14,652.8458921514513,-39.70589215145128,-6.475828057450384
256.91,242.58126890655322,14.328731093446805,5.577334900722745
273.23,258.5708792143589,14.659120785641107,5.365121247901441
250.38,246.38742240199514,3.992577598004857,1.5946072362029144
1188.73,1185.655111178203,3.0748888217970034,0.2586700783018014
142.58,154.65394945387797,-12.073949453877958,-8.468192911963781
495.27,467.80993431500104,27.460065684998938,5.5444637642092065
1495.78,1532.83456278897,-37.05456278897009,-2.4772735822761427
1635.94,1681.0210552682936,-45.08105526829354,-2.7556667890199846
8.2,12.208386867255204,-4.008386867255204,-48.88276667384396
1461.58,1360.663936353542,100.91606364645781,6.904587066493645
1494.77,1493.2606085059936,1.5093914940064224,0.10097817684368983
961.77,1001.4683069494486,-39.69830694944858,-4.1276299894411945
557.42,520.8961404213073,36.52385957869262,6.5523051879539
139.91,152.71311300175327,-12.803113001753275,-9.150963477773766
316.24,284.69395561261786,31.546044387382153,9.975349224444141
661.85,609.1125852233084,52.737414776691594,7.9681823338659195
22.81,25.9429446634187,-3.1329446634187015,-13.734961260055684
47.6,51.26353830276573,-3.66353830276573,-7.696509039423802
47.26,45.748771728772425,1.5112282712275729,3.197689951814585
274.04,256.8933458060067,17.1466541939933,6.256989561375456
323.12,331.8345501721262,-8.714550172126224,-2.6970011674072243
1736.38,1854.2786014039968,-117.89860140399674,-6.789907819947058
1081.91,991.8272898486059,90.08271015139417,8.32626652414657
120.98,117.49111780928948,3.4888821907105267,2.883850380815446
738.15,680.9649938016913,57.185006198308656,7.747071218357876
876.64,795.0803062090221,81.55969379097792,9.3036701258188
1330.95,1382.8471487160182,-51.89714871601814,-3.8992560739335165
926.7,883.3141860978976,43.38581390210243,4.6817539551205805
208.16,202.61134872139772,5.548651278602279,2.665570368275499
689.45,711.1499710931815,-21.69997109318149,-3.147432169581766
303.55,279.2060964578754,24.34390354212462,8.019734324534548
684.65,696.7768164488847,-12.12681644888471,-1.771243182485169
638.98,655.3562442004724,-16.376244200472343,-2.562872734744803
589.24,539.3965257208203,49.84347427917976,8.458942753238029
186.45,182.74832246373944,3.701677536260547,1.9853459566964586
810.15,808.0515833331553,2.098416666844628,0.2590158201375829
2494.29,2492.5688002328357,1.7211997671643076,0.06900559947577498
1756.38,1758.9585993907126,-2.5785993907124976,-0.1468132972769274
1955.1,2014.8438330678343,-59.74383306783443,-3.055794233943759
152.17,156.13267582880272,-3.9626758288027304,-2.6041110789266813
841.81,904.1210318986946,-62.31103189869464,-7.4020303748701775
350.69,361.2343596193815,-10.54435961938151,-3.006746590829938
1949.8,1954.3186667923878,-4.518666792387876,-0.23175027143234567
2050.84,1941.8085178168553,109.03148218314482,5.316430447189679
1317.21,1328.701037635181,-11.491037635180874,-0.8723770420191824
290.83,321.4937217976226,-30.6637217976226,-10.543520887674106
1646.66,1600.995717093857,45.66428290614317,2.773145816752892
2439.12,2393.3953950986506,45.72460490134927,1.8746353152509623
613.01,536.4388072218372,76.57119277816275,12.491018544259108
156.56,158.57058530070884,-2.01058530070884,-1.2842266867072305
1006.61,1077.0735678416504,-70.46356784165039,-7.000086214288591
296.6,311.783822966479,-15.183822966479,-5.1192929758863785
671.75,655.12665362065,16.623346379349982,2.4746328811834735
1920.17,1866.466259400449,53.70374059955111,2.796822187595427
605.42,577.8648877641469,27.555112235853017,4.551404353317205
366.38,370.4903292727362,-4.11032927273618,-1.1218759956155304
2051.28,1840.2828250056766,210.9971749943236,10.286122567095841
71.86,66.97999438045306,4.880005619546935,6.79099028603804
545.41,510.67957141642046,34.73042858357951,6.3677652744869935
273.71,274.2349072408109,-0.5249072408109328,-0.19177495919437829
385.05,405.13278427826526,-20.08278427826525,-5.215630250166278
1025.61,1016.2671339762288,9.34286602377108,0.9109569937667419
58.37,56.61593460871992,1.7540653912800792,3.0050803345555583
1094.33,1141.6688985517974,-47.338898551797456,-4.32583393965234
983.83,1017.8838346255206,-34.05383462552061,-3.461353549446612
71.31,67.75002426200183,3.5599757379981725,4.992253173465394
302.1,303.8451709490864,-1.7451709490864005,-0.5776798904622311
901.98,829.4758074121015,72.5041925878985,8.038337057129704
443.15,439.63360148378285,3.516398516217123,0.7935007370454976
911.79,895.8855251391606,15.9044748608394,1.7443133683018461
539.39,535.8499604754634,3.54003952453661,0.6563042556474183
1330.24,1427.435823651246,-97.19582365124597,-7.306638174408074
916.99,922.1598794727325,-5.169879472732532,-0.5637879881713577
440.32,422.58553503303136,17.73446496696863,4.027631033559373
86.99,81.79922617351448,5.190773826485511,5.967092569818958
438.03,443.8800585473859,-5.850058547385913,-1.3355383301111599
920.67,937.597417860746,-16.927417860746004,-1.83859774520143
316.2,311.26584154194325,4.934158458056743,1.5604549203215505
458.74,449.30631310292335,9.433686897076655,2.056434341255756
2178.36,2181.388195052642,-3.028195052641877,-0.13901260823013076
190.79,183.48439213053942,7.305607869460573,3.829135630515527
698.29,698.1627319816262,0.12726801837379753,0.018225668185681814
388.89,412.00519298491434,-23.11519298491436,-5.943889785007164
48.16,40.58410509149989,7.5758949085001035,15.730678796719486
1113.72,1049.7376584409694,63.9823415590306,5.744921664245107
1022.87,1039.8071462259131,-16.937146225913125,-1.6558454374371252
283.17,270.58968982811973,12.580310171880285,4.442670541328631
1617.41,1670.9692310882579,-53.559231088257775,-3.3114195589403908
1133.8,1169.8857402147687,-36.08574021476875,-3.182725367328343
39.56,42.357767587435866,-2.797767587435864,-7.072213315055268
899.5,912.0226776317131,-12.522677631713123,-1.3921820602238046
289.04,287.5807915643921,1.459208435607934,0.504846538751707
1251.33,1266.814202375216,-15.484202375216,-1.2374195755888535
827.71,809.0280434850806,18.68195651491942,2.2570654595111113
121.66,122.90467537054666,-1.244675370546659,-1.0230769115129534
426.6,443.316481806867,-16.716481806866966,-3.9185376949992885
1680.41,1746.2662583079,-65.8562583078999,-3.9190589384673924
1048.23,1061.88698507907,-13.656985079069955,-1.3028614978649682
1778.48,1897.0967515386683,-118.61675153866827,-6.6695577987195955
638.61,640.3181415266614,-1.708141526661393,-0.267478042414211
1544.11,1418.1704860860993,125.93951391390056,8.15612319808178
575.02,552.8492044376429,22.170795562357057,3.8556564227952173
527.44,559.9656490475978,-32.52564904759777,-6.166701245183862
1353.57,1342.6139676990688,10.956032300931156,0.8094174886360628
1355.98,1265.2836208704202,90.69637912957978,6.688622186874421
39.61,41.73677569600082,-2.12677569600082,-5.369289815705176
1611.93,1459.9474710677166,151.98252893228346,9.428606014670827
1512.45,1443.857577713774,68.59242228622611,4.53518610772099
71.04,58.37462212212434,12.665377877875663,17.82851615691957
552.45,534.7860473228822,17.66395267711789,3.197384863266882
2022.24,2122.268310102284,-100.02831010228397,-4.946411410232414
418.48,406.0552590006408,12.424740999359244,2.9690166792580874
2378.42,2474.01612080596,-95.5961208059598,-4.019312014108517
180.76,180.94972240655818,-0.1897224065581895,-0.10495818021586054
209.4,227.9476783110322,-18.5476783110322,-8.85753501004403
662.48,604.2279771035844,58.25202289641561,8.79302362281361
934.9,921.182296390917,13.717703609082946,1.4672910053570378
1025.3,1026.1159497392482,-0.8159497392482535,-0.07958156044555287
289.8,298.85835398818773,-9.058353988187719,-3.1257260138673977
1254.43,1305.1283275935425,-50.698327593542444,-4.041542979165234
1481.49,1611.621857265587,-130.1318572655871,-8.783849858290443
869.91,896.1060584591073,-26.19605845910735,-3.011352721443293
589.3,578.600261865473,10.69973813452691,1.815669121759191
105.72,100.14354020295416,5.5764597970458425,5.274744416426261
100.0,106.13151669732997,-6.131516697329971,-6.131516697329971
2363.53,2276.764104835882,86.76589516411832,3.6710299917546347
327.86,304.1584581897062,23.701541810293804,7.229165439606479
974.26,1039.8972206867302,-65.63722068673019,-6.737135947973866
224.68,228.2777316075409,-3.5977316075408794,-1.6012691861940889
1004.05,1002.8936647603327,1.1563352396672144,0.11516709722296842
2338.95,2421.7804010334617,-82.83040103346184,-3.5413497951414885
491.6,511.8432758058436,-20.243275805843552,-4.117834785566223
571.35,541.0959477190361,30.254052280963947,5.295187237413835
1436.38,1355.6840560749463,80.69594392505383,5.6180080427918675
258.17,256.21334413714845,1.9566558628515622,0.7578943575363374
14.22,8.199553206095258,6.020446793904743,42.337881813676105
81.15,85.69303227399219,-4.543032273992182,-5.598314570538733
879.23,905.8611887415012,-26.631188741501205,-3.0289217544329934
359.53,401.86462687496135,-42.33462687496137,-11.774991481924005
626.12,604.2802330886244,21.83976691137559,3.4881120090997877
487.56,508.32285701848934,-20.762857018489342,-4.2585234675710355
1008.97,1077.8063846656205,-68.83638466562047,-6.822441169273661
551.51,544.1627892588943,7.347210741105641,1.3321990065648204
1317.2,1281.4605508703996,35.739449129600416,2.7132894875190114
108.4,124.04235097514834,-15.642350975148332,-14.430213076705103
1202.22,1291.4857997272995,-89.26579972729951,-7.425080245487474
422.95,415.2412155453698,7.708784454630177,1.8226231125736319
157.33,166.83870675070256,-9.508706750702544,-6.043797591497199
110.21,102.74466284921391,7.465337150786084,6.7737384545740715
164.61,163.54065052942727,1.069349470572746,0.649626068023052
407.25,404.93158846020333,2.3184115397966707,0.5692846015461438
83.82,89.64309480777762,-5.823094807777622,-6.947142457382036
537.9,594.9329400814726,-57.03294008147259,-10.602889027974083
839.94,834.2145006362279,5.725499363772201,0.6816557568126533
242.98,233.13054625920446,9.849453740795525,4.053606774547504
439.3,456.9239109968651,-17.623910996865106,-4.011816753213091
2000.8,1922.4722852018665,78.32771479813346,3.9148198119818804
1417.42,1406.6019353019237,10.818064698076341,0.7632222416839286
776.69,766.8601538895231,9.829846110476979,1.265607399409929
663.04,654.6317512964168,8.408248703583126,1.2681359651880921
1140.67,1235.0045483966414,-94.33454839664137,-8.270099888367483
948.48,969.1566290037019,-20.67662900370192,-2.1799752239058194
1808.48,1838.34281251088,-29.862812510880076,-1.651265842634703
1074.94,1105.692513626584,-30.752513626584005,-2.860858617837647
851.62,867.3778881438,-15.75788814379996,-1.8503426579695121
765.46,804.2144424072561,-38.75444240725608,-5.062895828293585
181.02,182.0561715146708,-1.036171514670798,-0.5724072006799237
1781.09,1796.63965223162,-15.54965223162003,-0.8730413528580829
306.54,312.83319299148536,-6.293192991485341,-2.052976117793874
1184.94,1176.807944021648,8.132055978352128,0.6862841982169668
2091.76,1911.616991934992,180.1430080650082,8.61203044637091
1951.45,2006.601020275035,-55.15102027503485,-2.8261559494240105
158.48,162.05112530372094,-3.5711253037209474,-2.253360237077832
1202.16,1164.5858988174514,37.5741011825487,3.1255491101474595
486.68,508.03891845230334,-21.358918452303328,-4.388698621743924
1013.92,1040.7453143861314,-26.82531438613148,-2.645703249381754
902.79,925.8911376656589,-23.10113766565894,-2.5588606060832464
290.61,299.7720143180702,-9.162014318070192,-3.1526837748426386
185.88,184.68679923895567,1.1932007610443236,0.6419199273963436
1407.65,1415.630774662213,-7.98077466221298,-0.5669573162514104
2211.95,2255.3723665214425,-43.422366521442655,-1.9630808346229642
106.26,109.4342857419795,-3.1742857419794888,-2.987281895331723
741.39,753.7069215053673,-12.316921505367304,-1.6613282490143249
1141.27,1050.1605182318624,91.10948176813758,7.983166276879055
285.96,299.5688963366206,-13.608896336620603,-4.7590209597917905
425.88,415.2179499629054,10.662050037094616,2.5035338680132
2100.43,1955.7476578019682,144.68234219803162,6.888224896713131
426.67,440.72868661756553,-14.058686617565513,-3.294978933968996
210.74,226.1079931416281,-15.36799314162809,-7.292394961387534
395.53,429.2976156790902,-33.76761567909023,-8.537308340477393
546.72,564.3409551728089,-17.620955172808863,-3.2230310163902662
1301.12,1330.0702262543293,-28.950226254329436,-2.2250235377466674
1444.33,1444.6188660314301,-0.28886603143018874,-0.020000002176108558
274.43,295.0973825793971,-20.6673825793971,-7.531021600917209
1941.2,1940.761327871322,0.43867212867803573,0.02259798725932597
1072.47,1088.3732895199594,-15.903289519959344,-1.4828656764253867
669.01,683.4833547173982,-14.473354717398252,-2.1633988606146772
668.97,635.2213547201734,33.74864527982663,5.044866777258567
1570.96,1512.6506704192109,58.309329580789154,3.711700462188035
487.85,464.6089311812922,23.241068818707845,4.763978439829423
131.13,140.90562366666498,-9.775623666664984,-7.454910140063284
2619.84,2636.9536481817913,-17.113648181791177,-0.6532325707597095
2973.73,3179.4828600812953,-205.75286008129524,-6.919016187794293
157.58,157.92452567188707,-0.3445256718870553,-0.2186354054366387
701.63,688.3696334287356,13.260366571264399,1.8899372277788005
1493.67,1636.6144110035896,-142.9444110035895,-9.570012854485228
1019.88,1046.2832385884697,-26.403238588469662,-2.5888573742469374
896.94,809.172371966721,87.76762803327904,9.785228447084423
800.12,785.6095493250497,14.510450674950334,1.8135343042231584
63.18,69.75559515875119,-6.575595158751192,-10.407716300650826
1137.46,1211.9936238151734,-74.53362381517331,-6.552636911642898
1296.49,1340.3836380937723,-43.893638093772324,-3.385574751349592
945.85,989.4329682455235,-43.58296824552349,-4.607809720941321
2072.17,1929.5714430694525,142.5985569305476,6.881605125571146
489.87,481.4142841536369,8.455715846363091,1.7261142438530817
111.39,131.45821877920756,-20.068218779207555,-18.01617629877687
763.31,778.7985186698344,-15.488518669834434,-2.02912560687459
