OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,TotalAmount,City,SellerID,demand,inventory,adjusted_price,original_revenue,new_revenue,price_change,price_change_percent,day_of_week
ORD0035719,2021-06-09,CUST029572,P00036,4,517.63,0.0,2249.66,Jacksonville,SELL00928,low,85,507.2774,2070.52,2029.1096,-10.352599999999995,-1.9999999999999991,Wednesday
ORD0070552,2023-06-21,CUST027329,P00029,5,326.34,0.05,1688.39,Columbus,SELL00795,low,36,319.8132,1631.6999999999998,1599.066,-6.52679999999998,-1.9999999999999942,Wednesday
ORD0054375,2022-01-07,CUST037822,P00014,2,13.35,0.0,35.96,Indianapolis,SELL01768,high,81,16.6875,26.7,33.375,3.3375000000000004,25.000000000000007,Friday
ORD0039692,2020-03-15,CUST021298,P00001,4,116.84,0.1,509.31,Phoenix,SELL01331,high,45,160.65500000000003,467.36,642.6200000000001,43.815000000000026,37.50000000000002,Sunday
ORD0093703,2023-12-31,CUST000021,P00008,5,381.41,0.0,2253.82,Columbus,SELL01299,high,41,524.4387500000001,1907.0500000000002,2622.193750000001,143.02875000000012,37.50000000000003,Sunday
ORD0073692,2020-03-01,CUST022652,P00004,5,300.18,0.05,1604.16,San Antonio,SELL00978,low,99,323.59404,1500.9,1617.9702,23.41404,7.8,Sunday
ORD0098071,2020-09-19,CUST043968,P00016,5,491.88,0.2,2139.03,Indianapolis,SELL01138,high,129,642.51825,2459.4,3212.59125,150.63824999999997,30.624999999999996,Saturday
ORD0000576,2023-07-19,CUST043585,P00016,5,584.19,0.1,2765.95,Dallas,SELL01018,high,15,876.2850000000001,2920.9500000000003,4381.425,292.095,50.0,Wednesday
ORD0084611,2020-07-31,CUST041153,P00050,1,587.3,0.05,610.11,San Diego,SELL00669,high,132,697.4187499999999,587.3,697.4187499999999,110.11874999999998,18.749999999999996,Friday
ORD0061770,2024-05-26,CUST010990,P00017,3,206.47,0.1,624.59,Chicago,SELL00163,low,78,222.57466000000002,619.41,667.7239800000001,16.104660000000024,7.800000000000011,Sunday
ORD0032261,2023-02-07,CUST048495,P00012,5,220.21,0.0,1192.98,Fort Worth,SELL00262,low,110,205.01551,1101.05,1025.07755,-15.194490000000002,-6.9,Tuesday
ORD0082200,2023-12-23,CUST026521,P00016,1,152.28,0.0,170.5,San Diego,SELL00572,high,33,209.38500000000002,152.28,209.38500000000002,57.10500000000002,37.500000000000014,Saturday
ORD0036291,2022-01-18,CUST030570,P00023,5,357.16,0.0,1788.13,Jacksonville,SELL01604,low,32,350.01680000000005,1785.8000000000002,1750.0840000000003,-7.143199999999979,-1.9999999999999938,Tuesday
ORD0078450,2023-10-31,CUST011601,P00028,2,228.61,0.05,458.45,San Jose,SELL01753,low,15,268.84535999999997,457.22,537.6907199999999,40.23535999999996,17.59999999999998,Tuesday
ORD0060056,2023-10-12,CUST012521,P00048,3,466.59,0.05,1409.51,Houston,SELL01866,low,43,457.2582,1399.77,1371.7746,-9.331799999999987,-1.9999999999999973,Thursday
ORD0045949,2022-04-28,CUST000056,P00016,5,576.61,0.2,2722.36,Washington,SELL00893,high,25,720.7625,2883.05,3603.8125,144.15250000000003,25.000000000000007,Thursday
ORD0028178,2024-04-21,CUST044478,P00021,5,464.0,0.25,1887.4,San Antonio,SELL00398,high,119,606.1,2320.0,3030.5,142.10000000000002,30.625000000000004,Sunday
ORD0084464,2023-08-30,CUST022419,P00011,3,296.9,0.05,890.32,Austin,SELL01150,low,80,290.962,890.6999999999999,872.886,-5.937999999999988,-1.9999999999999962,Wednesday
ORD0000579,2024-01-10,CUST013323,P00022,1,517.9,0.05,561.54,San Diego,SELL01593,low,89,507.542,517.9,507.542,-10.358000000000004,-2.000000000000001,Wednesday
ORD0030960,2023-02-27,CUST027790,P00037,4,349.5,0.05,1333.75,Fort Worth,SELL01131,low,14,411.012,1398.0,1644.048,61.512,17.599999999999998,Monday
ORD0064291,2020-08-31,CUST001373,P00041,3,87.81,0.15,253.3,Phoenix,SELL00327,low,25,86.0538,263.43,258.16139999999996,-1.7562000000000069,-2.0000000000000075,Monday
ORD0014532,2024-06-26,CUST040088,P00004,2,99.35,0.05,203.9,San Antonio,SELL01765,high,36,124.1875,198.7,248.375,24.837500000000006,25.000000000000007,Wednesday
ORD0017934,2023-11-13,CUST026553,P00004,5,72.4,0.25,313.57,Washington,SELL00814,high,130,85.975,362.0,429.875,13.574999999999989,18.749999999999982,Monday
ORD0033609,2023-12-24,CUST023786,P00003,4,589.29,0.15,2111.63,Chicago,SELL00207,high,77,810.2737500000001,2357.16,3241.0950000000003,220.9837500000001,37.500000000000014,Sunday
ORD0049960,2021-04-30,CUST008777,P00040,3,36.79,0.0,111.39,New York,SELL01028,high,81,45.9875,110.37,137.96249999999998,9.197499999999998,24.999999999999993,Friday
ORD0066599,2020-07-14,CUST010075,P00043,1,154.19,0.15,148.16,Washington,SELL01241,low,111,143.55088999999998,154.19,143.55088999999998,-10.639110000000016,-6.90000000000001,Tuesday
ORD0099090,2021-11-18,CUST013248,P00049,3,544.51,0.05,1748.58,Chicago,SELL01779,low,149,506.93880999999993,1633.53,1520.8164299999999,-37.57119000000006,-6.90000000000001,Thursday
ORD0034452,2022-04-07,CUST004344,P00005,2,269.71,0.15,528.02,Columbus,SELL01933,high,43,337.1375,539.42,674.275,67.42750000000001,25.000000000000007,Thursday
ORD0034081,2020-07-21,CUST033149,P00032,3,190.92,0.0,647.49,San Francisco,SELL00371,high,92,238.64999999999998,572.76,715.9499999999999,47.72999999999999,24.999999999999996,Tuesday
ORD0063588,2023-10-28,CUST018648,P00039,3,244.69,0.0,793.55,Austin,SELL01671,high,19,403.73850000000004,734.0699999999999,1211.2155000000002,159.04850000000005,65.00000000000003,Saturday
ORD0004294,2023-12-24,CUST028511,P00050,5,12.8,0.0,79.61,Seattle,SELL01623,low,89,13.7984,64.0,68.992,0.9984000000000002,7.800000000000002,Sunday
ORD0069103,2022-01-03,CUST027499,P00014,1,194.54,0.05,207.43,Washington,SELL01934,low,134,181.11673999999996,194.54,181.11673999999996,-13.423260000000028,-6.900000000000015,Monday
ORD0086412,2023-07-06,CUST030977,P00026,5,126.99,0.0,723.55,San Francisco,SELL00235,low,79,124.4502,634.9499999999999,622.251,-2.5397999999999996,-1.9999999999999998,Thursday
ORD0099477,2023-08-08,CUST022129,P00050,1,515.24,0.05,534.16,Charlotte,SELL00718,high,43,644.05,515.24,644.05,128.80999999999995,24.99999999999999,Tuesday
ORD0053930,2021-04-13,CUST025394,P00003,5,108.73,0.2,478.8,Los Angeles,SELL00713,high,141,129.116875,543.65,645.5843749999999,20.38687499999999,18.74999999999999,Tuesday
ORD0087071,2021-06-13,CUST014245,P00012,2,304.96,0.1,623.73,San Francisco,SELL01450,low,106,312.30953600000004,609.92,624.6190720000001,7.349536000000057,2.4100000000000192,Sunday
ORD0065084,2023-03-18,CUST020417,P00029,4,424.65,0.05,1756.38,New York,SELL00306,low,122,434.88406499999996,1698.6,1739.5362599999999,10.234064999999987,2.409999999999997,Saturday
ORD0030713,2022-02-14,CUST005934,P00043,3,170.11,0.25,414.89,San Francisco,SELL00547,high,96,212.63750000000002,510.33000000000004,637.9125,42.5275,25.0,Monday
ORD0049183,2022-03-17,CUST038754,P00043,4,297.37,0.0,1198.39,Columbus,SELL01807,low,103,276.85146999999995,1189.48,1107.4058799999998,-20.518530000000055,-6.900000000000019,Thursday
ORD0057235,2022-01-18,CUST037621,P00015,3,497.42,0.05,1543.04,Austin,SELL01112,high,18,746.13,1492.26,2238.39,248.70999999999998,49.99999999999999,Tuesday
ORD0015664,2021-09-09,CUST031099,P00037,5,346.2,0.1,1635.94,Charlotte,SELL01973,low,98,339.276,1731.0,1696.38,-6.923999999999978,-1.9999999999999938,Thursday
ORD0019967,2021-08-25,CUST043037,P00020,1,5.19,0.0,7.51,Phoenix,SELL00189,low,87,5.086200000000001,5.19,5.086200000000001,-0.10379999999999967,-1.9999999999999933,Wednesday
ORD0091913,2023-05-01,CUST011479,P00036,1,361.86,0.05,392.99,San Diego,SELL01599,high,145,429.70875,361.86,429.70875,67.84875,18.749999999999996,Monday
ORD0091958,2021-09-29,CUST012209,P00017,1,238.67,0.1,236.41,Fort Worth,SELL01785,high,101,283.420625,238.67,283.420625,44.750624999999985,18.749999999999993,Wednesday
ORD0081347,2022-12-31,CUST000159,P00034,4,534.74,0.1,1935.94,Houston,SELL00385,low,120,547.627234,2138.96,2190.508936,12.887234000000035,2.4100000000000064,Saturday
ORD0055326,2020-12-02,CUST049231,P00038,1,22.29,0.25,22.59,San Diego,SELL00620,high,104,26.469374999999996,22.29,26.469374999999996,4.179374999999997,18.749999999999986,Wednesday
ORD0029858,2022-09-20,CUST047988,P00049,4,324.66,0.05,1299.21,Dallas,SELL01144,low,87,318.1668,1298.64,1272.6672,-6.493200000000002,-2.0000000000000004,Tuesday
ORD0071223,2020-05-21,CUST029265,P00007,5,416.61,0.15,1866.46,Jacksonville,SELL00503,low,100,408.2778,2083.05,2041.3890000000001,-8.3322,-2.0,Thursday
ORD0052459,2024-01-31,CUST017296,P00019,3,197.31,0.15,573.41,Phoenix,SELL00815,high,109,234.305625,591.9300000000001,702.916875,36.99562499999999,18.749999999999993,Wednesday
ORD0088346,2022-11-03,CUST030849,P00028,3,410.34,0.0,1296.49,Washington,SELL00268,low,127,382.02653999999995,1231.02,1146.07962,-28.31346000000002,-6.900000000000005,Thursday
ORD0082364,2022-05-17,CUST006554,P00017,5,531.7,0.05,2729.7,Phoenix,SELL00221,low,105,495.0127,2658.5,2475.0635,-36.68730000000005,-6.900000000000009,Tuesday
ORD0065350,2020-12-15,CUST000188,P00010,1,51.6,0.05,56.32,Seattle,SELL01533,high,99,64.5,51.6,64.5,12.899999999999999,24.999999999999996,Tuesday
ORD0059650,2023-02-16,CUST000071,P00003,5,293.27,0.05,1510.9,Jacksonville,SELL01946,low,129,273.03436999999997,1466.35,1365.1718499999997,-20.235630000000015,-6.900000000000005,Thursday
ORD0044953,2022-03-26,CUST008801,P00041,5,53.36,0.0,280.95,Chicago,SELL01242,high,103,69.70150000000001,266.8,348.50750000000005,16.34150000000001,30.625000000000018,Saturday
ORD0039526,2020-12-09,CUST024616,P00040,4,556.33,0.0,2411.54,Denver,SELL00272,low,94,545.2034,2225.32,2180.8136,-11.126600000000053,-2.0000000000000093,Wednesday
ORD0013936,2020-01-25,CUST006284,P00022,4,285.01,0.0,1238.03,Washington,SELL01101,low,149,291.87874100000005,1140.04,1167.5149640000002,6.868741000000057,2.41000000000002,Saturday
ORD0093781,2020-04-18,CUST013706,P00032,1,353.15,0.0,385.05,Los Angeles,SELL01696,high,97,485.58125,353.15,485.58125,132.43125000000003,37.500000000000014,Saturday
ORD0089885,2024-06-14,CUST038789,P00014,4,152.65,0.1,589.82,Houston,SELL00680,low,140,142.11715,610.6,568.4686,-10.532849999999996,-6.899999999999998,Friday
ORD0081144,2021-07-20,CUST008005,P00044,1,243.13,0.25,203.43,Dallas,SELL01449,high,35,303.9125,243.13,303.9125,60.78250000000003,25.00000000000001,Tuesday
ORD0095800,2020-08-23,CUST023010,P00037,1,113.67,0.0,132.4,San Antonio,SELL01154,low,38,122.53626000000001,113.67,122.53626000000001,8.866260000000011,7.80000000000001,Sunday
ORD0089405,2023-04-09,CUST029781,P00038,4,66.79,0.0,290.52,Washington,SELL00338,high,142,87.24443750000002,267.16,348.97775000000007,20.45443750000001,30.625000000000014,Sunday
ORD0055224,2020-12-08,CUST006598,P00023,2,160.92,0.0,335.24,Philadelphia,SELL01213,high,68,201.14999999999998,321.84,402.29999999999995,40.22999999999999,24.999999999999993,Tuesday
ORD0073646,2020-09-19,CUST023056,P00024,2,199.03,0.2,358.42,Charlotte,SELL01426,high,61,273.66625,398.06,547.3325,74.63624999999999,37.49999999999999,Saturday
ORD0066294,2020-08-15,CUST005133,P00008,3,87.42,0.0,289.45,New York,SELL01263,high,135,114.19237500000001,262.26,342.577125,26.77237500000001,30.625000000000014,Saturday
ORD0065540,2020-11-10,CUST026822,P00023,3,550.81,0.3,1297.89,San Jose,SELL01978,low,13,647.7525599999999,1652.4299999999998,1943.2576799999997,96.94255999999996,17.599999999999994,Tuesday
ORD0028111,2021-08-27,CUST012730,P00019,3,499.1,0.05,1545.06,Charlotte,SELL00613,low,134,464.66209999999995,1497.3000000000002,1393.9862999999998,-34.43790000000007,-6.900000000000013,Friday
ORD0041929,2021-05-03,CUST027373,P00008,4,411.86,0.1,1489.57,Los Angeles,SELL00020,high,88,514.825,1647.44,2059.3,102.96500000000003,25.000000000000007,Monday
ORD0086547,2021-03-12,CUST030433,P00045,3,445.47,0.1,1433.32,Austin,SELL00094,high,135,528.995625,1336.41,1586.986875,83.52562499999999,18.749999999999996,Friday
ORD0082586,2023-06-27,CUST015750,P00047,4,254.37,0.0,1103.51,Jacksonville,SELL00890,low,23,249.2826,1017.48,997.1304,-5.087400000000002,-2.000000000000001,Tuesday
ORD0038604,2022-07-28,CUST028817,P00025,1,591.57,0.1,603.16,Indianapolis,SELL00176,high,145,702.4893750000001,591.57,702.4893750000001,110.91937500000006,18.750000000000007,Thursday
ORD0091658,2024-07-08,CUST019308,P00042,4,335.63,0.0,1421.7,Los Angeles,SELL01358,low,140,312.47153,1342.52,1249.88612,-23.158470000000023,-6.900000000000006,Monday
ORD0062787,2020-07-11,CUST008233,P00044,3,17.52,0.1,61.46,Columbus,SELL00760,low,123,17.942232,52.56,53.826696,0.42223200000000105,2.410000000000006,Saturday
ORD0084341,2023-10-03,CUST016721,P00017,2,442.7,0.05,921.46,Phoenix,SELL00735,low,33,433.846,885.4,867.692,-8.853999999999985,-1.9999999999999967,Tuesday
ORD0039875,2022-04-11,CUST028684,P00030,5,540.41,0.25,2136.36,Dallas,SELL00960,high,51,675.5124999999999,2702.0499999999997,3377.5624999999995,135.10249999999996,24.999999999999993,Monday
ORD0078469,2021-05-18,CUST024226,P00022,5,163.4,0.25,674.21,Columbus,SELL00408,low,54,160.132,817.0,800.6600000000001,-3.2680000000000007,-2.0000000000000004,Tuesday
ORD0031632,2024-10-25,CUST011620,P00048,4,350.88,0.1,1416.59,Seattle,SELL01900,high,89,438.6,1403.52,1754.4,87.72000000000003,25.000000000000007,Friday
ORD0014953,2024-09-22,CUST044494,P00036,5,54.23,0.25,250.29,San Francisco,SELL01166,low,35,58.459939999999996,271.15,292.2997,4.229939999999999,7.799999999999999,Sunday
ORD0039332,2023-08-16,CUST017698,P00034,5,85.06,0.1,429.36,Philadelphia,SELL01742,low,69,83.3588,425.3,416.794,-1.7012,-2.0,Wednesday
ORD0048588,2023-06-29,CUST048425,P00021,1,559.49,0.1,537.95,Dallas,SELL00218,low,26,548.3002,559.49,548.3002,-11.189799999999991,-1.9999999999999982,Thursday
ORD0083595,2021-07-02,CUST028357,P00039,2,500.23,0.0,1183.74,Indianapolis,SELL00822,high,49,625.2875,1000.46,1250.575,125.0575,25.0,Friday
ORD0041488,2022-07-18,CUST006176,P00046,5,476.65,0.1,2149.72,Philadelphia,SELL00141,low,134,443.76114999999993,2383.25,2218.8057499999995,-32.88885000000005,-6.90000000000001,Monday
ORD0039628,2023-09-25,CUST020457,P00038,2,228.33,0.0,517.31,San Antonio,SELL01743,high,20,285.4125,456.66,570.825,57.08250000000001,25.000000000000007,Monday
ORD0087895,2024-02-03,CUST039226,P00005,3,367.84,0.3,843.45,Seattle,SELL01860,high,10,606.9359999999999,1103.52,1820.8079999999998,239.09599999999995,64.99999999999999,Saturday
ORD0026304,2024-03-17,CUST032564,P00009,4,14.78,0.05,62.18,Los Angeles,SELL01044,high,82,20.322499999999998,59.12,81.28999999999999,5.542499999999999,37.49999999999999,Sunday
ORD0067404,2023-01-08,CUST030205,P00025,4,280.19,0.15,958.71,San Diego,SELL01885,high,120,365.99818750000003,1120.76,1463.9927500000001,85.80818750000003,30.625000000000014,Sunday
ORD0098085,2022-04-18,CUST028208,P00024,5,11.39,0.05,67.28,San Jose,SELL00661,low,13,13.39464,56.95,66.9732,2.00464,17.6,Monday
ORD0095602,2023-10-13,CUST034565,P00036,1,198.98,0.1,204.56,Columbus,SELL00938,high,134,236.28875,198.98,236.28875,37.30875,18.750000000000004,Friday
ORD0005020,2024-06-14,CUST042587,P00003,3,52.31,0.0,177.87,San Francisco,SELL01658,low,94,51.2638,156.93,153.7914,-1.046199999999999,-1.999999999999998,Friday
ORD0005224,2024-10-18,CUST010656,P00034,3,171.97,0.15,463.48,Chicago,SELL00036,low,39,168.5306,515.91,505.5918,-3.4394000000000062,-2.0000000000000036,Friday
ORD0015781,2022-11-02,CUST022312,P00025,5,124.6,0.15,574.27,San Antonio,SELL00001,low,135,116.00259999999999,623.0,580.0129999999999,-8.597400000000007,-6.900000000000006,Wednesday
ORD0045557,2024-04-30,CUST003773,P00022,5,508.1,0.1,2480.12,San Diego,SELL00958,high,115,603.36875,2540.5,3016.84375,95.26874999999995,18.74999999999999,Tuesday
ORD0012897,2022-06-29,CUST015028,P00003,1,147.65,0.15,148.37,Jacksonville,SELL00995,low,35,144.697,147.65,144.697,-2.953000000000003,-2.0000000000000018,Wednesday
ORD0034305,2023-06-21,CUST018337,P00028,2,17.18,0.0,43.46,Austin,SELL00894,high,13,25.77,34.36,51.54,8.59,50.0,Wednesday
ORD0093323,2022-05-12,CUST040459,P00039,2,519.23,0.05,1041.2,Chicago,SELL00479,high,94,649.0375,1038.46,1298.075,129.8075,25.0,Thursday
ORD0005325,2024-07-07,CUST025230,P00001,4,218.99,0.2,741.04,Denver,SELL01840,high,40,301.11125000000004,875.96,1204.4450000000002,82.12125000000003,37.500000000000014,Sunday
ORD0052926,2021-03-21,CUST044154,P00007,2,420.26,0.2,727.88,San Jose,SELL01044,low,101,430.38826600000004,840.52,860.7765320000001,10.128266000000053,2.410000000000013,Sunday
ORD0062865,2021-06-12,CUST011310,P00029,4,287.29,0.3,858.55,San Antonio,SELL01829,high,90,395.02375000000006,1149.16,1580.0950000000003,107.73375000000004,37.500000000000014,Saturday
